Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2008-06-26,35.552655433208486,35.60251141767206,35.139585113019095,35.31051254272461,15800,0.0,0.0,0.0
2008-06-27,36.64230847219652,36.64230847219652,35.08260499653253,35.25353240966797,26800,0.0,0.0,0.0
2008-06-30,36.834612536435614,36.834612536435614,35.153837091417756,35.28203201293945,23900,0.0,0.0,0.0
2008-07-01,34.99002607444521,35.32475477653228,34.00007871377181,34.968658447265625,55100,0.0,0.0,0.0
2008-07-02,35.282022529848426,35.388849791203555,34.45587921142578,34.45587921142578,74700,0.0,0.0,0.0
2008-07-03,34.73364501734675,34.76213338288406,34.22798875465978,34.5484733581543,17600,0.0,0.0,0.0
2008-07-07,34.74076737645655,34.75501155989194,34.04281868892367,34.477256774902344,55500,0.0,0.0,0.0
2008-07-08,34.27071728959401,34.58408386504863,33.59413357608059,34.541351318359375,54300,0.0,0.0,0.0
2008-07-09,35.17520490926217,35.17520490926217,34.11403906961567,34.14252471923828,28900,0.0,0.0,0.0
2008-07-10,34.40603570948725,34.40603570948725,33.900376748438546,34.085548400878906,20800,0.0,0.0,0.0
2008-07-11,34.3632962649912,34.3632962649912,33.60837105811666,33.93598175048828,22500,0.0,0.0,0.0
2008-07-14,34.75501539780055,34.75501539780055,33.672481788371286,33.822044372558594,37900,0.0,0.0,0.0
2008-07-15,33.52291238244001,33.78642293811426,33.00301200316934,33.30213165283203,24800,0.0,0.0,0.0
2008-07-16,33.36622643278695,33.985836029052734,33.18105752881755,33.985836029052734,23700,0.0,0.0,0.0
2008-07-17,34.4060400871786,34.55559994462526,34.07130855373106,34.420284271240234,26000,0.0,0.0,0.0
2008-07-18,34.52709405029217,34.576947310801835,33.94309638420843,34.3846549987793,18300,0.0,0.0,0.0
2008-07-21,34.81911662397945,34.81911662397945,34.38467844321263,34.49150848388672,18200,0.0,0.0,0.0
2008-07-22,34.398906322648585,34.68378448486328,34.17100487959663,34.68378448486328,29300,0.0,0.0,0.0
2008-07-23,35.17520385291341,35.232180584047875,34.85471653228228,34.95442581176758,47200,0.0,0.0,0.0
2008-07-24,34.88320173563716,34.88320173563716,34.17100896181819,34.18525314331055,39900,0.0,0.0,0.0
2008-07-25,34.18525233736262,34.33481216430664,34.12827561273646,34.33481216430664,9000,0.0,0.0,0.0
2008-07-28,34.54135581453077,34.54135581453077,33.11697000774599,33.78643035888672,71800,0.0,0.0,0.0
2008-07-29,33.85763535663325,34.1140251159668,33.78641446970779,34.1140251159668,19700,0.0,0.0,0.0
2008-07-30,34.50573631267897,34.69802866465397,34.398906322648585,34.68378448486328,33400,0.0,0.0,0.0
2008-07-31,34.78349436193846,34.78349436193846,34.32769143212825,34.33481216430664,14800,0.0,0.0,0.0
2008-08-01,34.32056778511311,35.62388182701855,34.00720395187671,34.135398864746094,46500,0.0,0.0,0.0
2008-08-04,34.59120211499248,34.59120211499248,33.636863708496094,33.636863708496094,27300,0.0,0.0,0.0
2008-08-05,34.67667769058056,34.69804532892848,33.73658310729637,34.46302032470703,35000,0.0,0.0,0.0
2008-08-06,34.576963403168726,34.84759745531832,34.34906190140071,34.690914154052734,22100,0.0,0.0,0.0
2008-08-07,34.612568148835535,34.612568148835535,33.90037536621094,33.90037536621094,45400,0.0,0.0,0.0
2008-08-08,33.93598208995432,34.37041734009825,33.522909033909976,34.34905242919922,40600,0.0,0.0,0.0
2008-08-11,34.50574973708077,34.64106542253735,34.1710181737717,34.55560302734375,34300,0.0,0.0,0.0
2008-08-12,34.584089214350506,34.584089214350506,33.95735868330154,34.07843017578125,34300,0.0,0.0,0.0
2008-08-13,33.97160377388954,33.97160377388954,33.40184996537492,33.70096969604492,44100,0.0,0.0,0.0
2008-08-14,33.27365043922134,33.85052490234375,33.27365043922134,33.85052490234375,87500,0.0,0.0,0.0
2008-08-15,33.900383314903706,33.92887168492039,32.86058226049946,33.822044372558594,21800,0.0,0.0,0.0
2008-08-18,34.1496481168001,34.1496481168001,33.2522835934622,33.25940704345703,23500,0.0,0.0,0.0
2008-08-19,33.28076086676332,33.28076086676332,32.91754382529821,32.974517822265625,25500,0.0,0.0,0.0
2008-08-20,33.33063660251472,33.33063660251472,33.01727261594377,33.27366256713867,20400,0.0,0.0,0.0
2008-08-21,32.90330278437292,33.60125129377241,32.90330278437292,33.530033111572266,20600,0.0,0.0,0.0
2008-08-22,33.79353882686379,33.935977887751555,33.58700232441649,33.70807647705078,22300,0.0,0.0,0.0
2008-08-25,32.903293975363965,33.579877392325535,32.903293975363965,33.088462829589844,50500,0.0,0.0,0.0
2008-08-26,32.93179898049882,33.25940704345703,32.896187164124974,33.25940704345703,37900,0.0,0.0,0.0
2008-08-27,33.23091346485512,33.50866820148469,33.13120691496756,33.30213165283203,26200,0.0,0.0,0.0
2008-08-28,33.95022161885564,34.007198333740234,33.74368781939726,34.007198333740234,34100,0.0,0.0,0.0
2008-08-29,34.27784695536623,34.27784695536623,33.67960477722577,33.70096969604492,20000,0.0,0.0,0.0
2008-09-02,33.7009701786149,33.96448080942608,32.7608757019043,32.7608757019043,28800,0.0,0.0,0.0
2008-09-03,33.0457481827032,33.36623278066819,32.874820709228516,32.874820709228516,30700,0.0,0.0,0.0
2008-09-04,33.08135198655276,33.08135198655276,31.664087295532227,31.664087295532227,114200,0.0,0.0,0.0
2008-09-05,32.048675176398454,32.048675176398454,31.108580921901417,31.45755386352539,75600,0.0,0.0,0.0
2008-09-08,33.25939822934529,33.25939822934529,32.01306105695825,32.3477897644043,54800,0.0,0.0,0.0
2008-09-09,32.61131538065633,32.61131538065633,31.436195942719067,31.543025970458984,42400,0.0,0.0,0.0
2008-09-10,32.013082526028796,32.04869164004638,31.478937665361357,31.79942512512207,50300,0.0,0.0,0.0
2008-09-11,31.186908255906722,31.778026580810547,31.065834125823677,31.778026580810547,71600,0.0,0.0,0.0
2008-09-12,32.01306473621116,32.219601286261494,31.614235817162214,32.13413619995117,19100,0.0,0.0,0.0
2008-09-15,31.621360323202154,31.94184489878069,30.70263099065078,30.81658172607422,123900,0.0,0.0,0.0
2008-09-16,30.44623332262374,31.336474063051334,29.912088878367182,31.32935333251953,128500,0.0,0.0,0.0
2008-09-17,30.902032546812055,31.265252247997335,29.612965843606286,29.63433074951172,118100,0.0,0.0,0.0
2008-09-18,29.207018404662566,31.19403648376465,25.53210456219384,31.19403648376465,129000,0.0,0.0,0.0
2008-09-19,33.0528678894043,33.0528678894043,32.0700410602378,33.0528678894043,78100,0.0,0.0,0.0
2008-09-22,33.045743733577396,33.458814103927295,31.64984391907171,31.856380462646484,58000,0.0,0.0,0.0
2008-09-23,32.31217447252285,32.90329557917786,31.336471462683882,32.06290817260742,94700,0.0,0.0,0.0
2008-09-24,33.473049512847396,33.473049512847396,30.873545644810946,31.051593780517578,44300,0.0,0.0,0.0
2008-09-25,31.94184935579415,32.29794579328038,31.24390066433718,31.934728622436523,58500,0.0,0.0,0.0
2008-09-26,31.15844084130969,32.44038757827777,31.15844084130969,32.24097442626953,92100,0.0,0.0,0.0
2008-09-29,31.79940749420549,31.79940749420549,28.31678265145306,30.19697380065918,100000,0.0,0.0,0.0
2008-09-30,30.55306977176149,32.7608661890889,29.605852119187016,30.63140869140625,98100,0.0,0.0,0.0
2008-10-01,29.62010240790467,30.503222787020007,29.62010240790467,30.182735443115234,90200,0.0,0.0,0.0
2008-10-02,30.04740644466848,30.232578052113215,28.558923721313477,28.558923721313477,152700,0.0,0.0,0.0
2008-10-03,29.627223356823517,29.6414675407451,28.309667587280273,28.309667587280273,111800,0.0,0.0,0.0
2008-10-06,28.20283063825911,28.20283063825911,25.87396283357103,26.956493377685547,192200,0.0,0.0,0.0
2008-10-07,27.93220543264553,27.93220543264553,25.638943505295785,25.71728515625,154600,0.0,0.0,0.0
2008-10-08,25.966546201304183,25.99503456244563,24.791429830615883,25.318450927734375,117200,0.0,0.0,0.0
2008-10-09,25.67455187486514,25.752893523589357,23.16763269969094,24.10772705078125,141600,0.0,0.0,0.0
2008-10-10,23.146263330493838,24.9979633102135,21.985389798075754,23.34567642211914,387600,0.0,0.0,0.0
2008-10-13,27.241373606478934,27.241373606478934,24.406846691873053,26.486448287963867,368800,0.0,0.0,0.0
2008-10-14,28.110254217807505,28.110254217807505,25.418163248086117,27.04908561706543,235800,0.0,0.0,0.0
2008-10-15,25.418160032589626,25.638940778452046,23.295825816389307,23.765872955322266,140800,0.0,0.0,0.0
2008-10-16,23.57358295538274,24.33562911039673,22.07797901224131,24.328508377075195,196000,0.0,0.0,0.0
2008-10-17,24.022262063348784,24.997965407994062,23.537970757218314,24.093482971191406,84500,0.0,0.0,0.0
2008-10-20,24.356997714899087,25.781383514404293,24.036510366650354,25.781383514404297,113500,0.0,0.0,0.0
2008-10-21,25.49649041807654,25.49649041807654,24.093473070135722,24.18605613708496,160200,0.0,0.0,0.0
2008-10-22,23.559342557834075,23.559342557834075,22.07085792206846,22.412710189819336,207600,0.0,0.0,0.0
2008-10-23,22.79016801858608,23.032313662455547,21.686269798545766,22.362852096557617,134600,0.0,0.0,0.0
2008-10-24,21.351541042368645,22.38422120494673,20.653592384361406,22.199050903320312,157600,0.0,0.0,0.0
2008-10-27,21.273206083368173,21.899935342631878,20.86725492132648,20.959840774536133,129700,0.0,0.0,0.0
2008-10-28,22.070850137271062,23.210358652915065,20.988316979489277,22.22041130065918,51700,0.0,0.0,0.0
2008-10-29,22.213290886971066,23.943918022000034,22.213290886971066,23.858455657958984,92400,0.0,0.0,0.0
2008-10-30,24.60626598294889,24.60626598294889,23.288710106610583,24.065000534057617,70600,0.0,0.0,0.0
2008-10-31,23.302954291686735,24.392608640407612,23.245977551382122,24.065000534057617,89800,0.0,0.0,0.0
2008-11-03,24.677484845486386,24.705970496457006,23.473877116768403,24.079242706298828,83700,0.0,0.0,0.0
2008-11-04,24.705964353924475,25.446645431014073,24.606257808316187,25.37542724609375,112300,0.0,0.0,0.0
2008-11-05,25.63182109082456,25.63182109082456,24.036507959734603,24.043628692626953,145500,0.0,0.0,0.0
2008-11-06,22.896999687277233,24.05787199926552,22.59075520645583,22.626365661621094,160000,0.0,0.0,0.0
2008-11-07,22.91123998836287,23.730262756347656,22.91123998836287,23.730262756347656,179800,0.0,0.0,0.0
2008-11-10,24.41396258510608,24.41396258510608,23.14626056798892,23.509477615356445,144500,0.0,0.0,0.0
2008-11-11,22.790166745587978,23.644798541907445,22.32724175524818,22.576509475708008,125700,0.0,0.0,0.0
2008-11-12,22.15631511492928,22.305874928434225,21.444122421896772,21.5438289642334,115300,0.0,0.0,0.0
2008-11-13,21.365784311068104,23.167631251925524,20.888615073784916,23.15338706970215,210700,0.0,0.0,0.0
2008-11-14,23.14626051100722,23.14626051100722,21.771728515625,21.771728515625,77700,0.0,0.0,0.0
2008-11-17,22.220417581275864,22.434074894049644,20.65359275960126,21.586565017700195,110800,0.0,0.0,0.0
2008-11-18,21.60793096531767,22.00675857704613,20.945591403982874,21.743247985839844,177700,0.0,0.0,0.0
2008-11-19,21.565196486655914,21.657780944431984,20.297492930399972,20.304615020751953,254500,0.0,0.0,0.0
2008-11-20,20.190665570195442,20.582371055554464,18.944328206089548,18.958572387695312,275300,0.0,0.0,0.0
2008-11-21,19.948523503747527,20.447057723999023,18.979940714778653,20.447057723999023,246100,0.0,0.0,0.0
2008-11-24,20.988320816223922,22.099342535235113,20.65359069739359,21.508222579956055,273900,0.0,0.0,0.0
2008-11-25,22.412698549931307,22.46255316835345,21.237581140827086,21.728994369506836,157600,0.0,0.0,0.0
2008-11-26,21.109392646366732,22.40558323224541,21.109392646366732,22.256023406982422,76300,0.0,0.0,0.0
2008-11-28,22.41982455042586,22.526653177458318,22.184801027594574,22.42694664001465,41300,0.0,0.0,0.0
2008-12-01,22.02100659984182,22.02100659984182,20.561011560463026,20.58237648010254,132500,0.0,0.0,0.0
2008-12-02,21.45124815674018,21.56519889831543,20.796030713482512,21.56519889831543,115600,0.0,0.0,0.0
2008-12-03,21.301690754998184,21.9996395111084,20.867252626333553,21.9996395111084,121900,0.0,0.0,0.0
2008-12-04,21.736129279202967,21.928421702773434,20.824521809180208,21.180618286132812,137100,0.0,0.0,0.0
2008-12-05,21.0524145311739,21.857192993164062,20.47553886016127,21.857192993164062,512600,0.0,0.0,0.0
2008-12-08,22.676220130294986,22.989584001792,22.298757436137173,22.761682510375977,253300,0.0,0.0,0.0
2008-12-09,22.65485187521191,22.91836380062113,22.270268481674037,22.434072494506836,230100,0.0,0.0,0.0
2008-12-10,22.34148428292138,23.053675582641723,22.34148428292138,22.88987159729004,325500,0.0,0.0,0.0
2008-12-11,22.89699694332723,23.18899584868974,22.391339407777643,22.54802131652832,220300,0.0,0.0,0.0
2008-12-12,22.441200901925026,22.80441948374765,21.93554318112872,22.754566192626953,266300,0.0,0.0,0.0
2008-12-15,23.15338383270397,23.15338383270397,22.199046849960283,22.576509475708008,208100,0.0,0.0,0.0
2008-12-16,23.40977062733251,23.8085994720459,22.55514029951729,23.8085994720459,183800,0.0,0.0,0.0
2008-12-17,23.594947908744835,23.915435207813186,23.324313887664907,23.69465446472168,275200,0.0,0.0,0.0
2008-12-18,24.207429119920807,24.684596886449498,22.733189208527484,22.961091995239258,261700,0.0,0.0,0.0
2008-12-19,23.431143548209253,23.431143548209253,22.683340314185596,22.87563133239746,181500,0.0,0.0,0.0
2008-12-22,23.965288891035737,23.965288891035737,22.26314716933521,22.626365661621094,384500,0.0,0.0,0.0
2008-12-23,23.459623235489072,23.459623235489072,22.291627807693626,22.419822692871094,334300,0.0,0.0,0.0
2008-12-24,22.156757508172134,23.059943448279874,22.156757508172134,22.56534194946289,158700,0.203,0.0,0.0
2008-12-26,22.938088244340552,22.938088244340552,22.572512298880383,22.75888442993164,123700,0.0,0.0,0.0
2008-12-29,22.615514240686093,23.439852640503698,22.479320365822208,22.74454116821289,244700,0.0,0.0,0.0
2008-12-30,22.909417219317557,23.34667500676761,22.629859678995974,23.339508056640625,245300,0.0,0.0,0.0
2008-12-31,23.439852810067286,23.834100542836747,23.124452436305777,23.640560150146484,305700,0.0,0.0,0.0
2009-01-02,23.6405668859462,24.35021519467405,23.554549820608436,24.278532028198242,205300,0.0,0.0,0.0
2009-01-05,24.909329003534182,24.909329003534182,23.834106168849253,24.3502140045166,236900,0.0,0.0,0.0
2009-01-06,24.077825624214984,24.443400217806428,24.006145189215353,24.264196395874023,110200,0.0,0.0,0.0
2009-01-07,24.264191012661353,24.264191012661353,23.504368726278184,23.726579666137695,82600,0.0,0.0,0.0
2009-01-08,23.662073310984148,23.805436926723537,23.439862304299954,23.64773941040039,183100,0.0,0.0,0.0
2009-01-09,23.51870522387676,23.51870522387676,23.074277877807617,23.074277877807617,131300,0.0,0.0,0.0
2009-01-12,23.153129106911727,23.153129106911727,22.34312857818379,22.486492156982422,65300,0.0,0.0,0.0
2009-01-13,22.486490079849087,22.500825342631632,22.19976294873753,22.292949676513672,115900,0.0,0.0,0.0
2009-01-14,22.20693557319639,22.20693557319639,21.396934962102176,21.511625289916992,202900,0.0,0.0,0.0
2009-01-15,21.712331550586704,22.085074389516368,21.002683348909382,21.762508392333984,136700,0.0,0.0,0.0
2009-01-16,22.758882779676714,22.758882779676714,21.4972878536507,22.02773094177246,79200,0.0,0.0,0.0
2009-01-20,22.930918020322984,22.930918020322984,20.336047769162466,20.40772819519043,146400,0.0,0.0,0.0
2009-01-21,20.6156049003941,21.50445556640625,20.407727840321602,21.50445556640625,64300,0.0,0.0,0.0
2009-01-22,21.712331014881055,21.712331014881055,20.62277168559039,21.088701248168945,166300,0.0,0.0,0.0
2009-01-23,20.96684388953071,21.246401370548526,20.429232507747873,21.117374420166016,103800,0.0,0.0,0.0
2009-01-26,21.160378988926176,21.705158549408225,21.02418375700164,21.260732650756836,127700,0.0,0.0,0.0
2009-01-27,21.59046852474055,21.89869782803735,21.260732911907155,21.6693172454834,198500,0.0,0.0,0.0
2009-01-28,22.2714469140829,22.43631407357737,22.142419965881516,22.335960388183594,34900,0.0,0.0,0.0
2009-01-29,21.819854671103663,22.228439108864187,21.382596969604492,21.382596969604492,100200,0.0,0.0,0.0
2009-01-30,21.798341206383192,21.96320830681516,21.0026762223271,21.074357986450195,39300,0.0,0.0,0.0
2009-02-02,20.7876428245058,21.21773225983545,20.70879270731732,21.038528442382812,199900,0.0,0.0,0.0
2009-02-03,21.439942313930445,21.583305899421568,21.045694504654573,21.45427894592285,29300,0.0,0.0,0.0
2009-02-04,21.504453999300083,21.812684725378002,21.260736744597374,21.30374526977539,26600,0.0,0.0,0.0
2009-02-05,21.138883059345762,22.235610961914062,21.117378108120885,22.235610961914062,56500,0.0,0.0,0.0
2009-02-06,21.977552717148235,22.371800508637044,21.977552717148235,22.364633560180664,54900,0.0,0.0,0.0
2009-02-09,22.558169990800934,22.57250662047907,21.654982829322257,22.30011749267578,63400,0.0,0.0,0.0
2009-02-10,22.14958308084351,22.14958308084351,21.13887404686985,21.260732650756836,50600,0.0,0.0,0.0
2009-02-11,21.633486320045417,21.633486320045417,21.038529666183013,21.411273956298828,50300,0.0,0.0,0.0
2009-02-12,21.110209281877935,21.361093521118164,20.787641878259695,21.361093521118164,50500,0.0,0.0,0.0
2009-02-13,21.296577084958724,21.540294341155814,21.13170993141845,21.282241821289062,69800,0.0,0.0,0.0
2009-02-17,20.54391590402249,20.558252530837787,20.0779864702532,20.142499923706055,137200,0.0,0.0,0.0
2009-02-18,20.35755161149243,20.35755161149243,19.8916220002453,20.020648956298828,192500,0.0,0.0,0.0
2009-02-19,20.250024535283245,20.50091006845565,19.88444870704051,19.963298797607422,141600,0.0,0.0,0.0
2009-02-20,19.432861649780534,19.92746318240663,19.29666637096832,19.35401153564453,169500,0.0,0.0,0.0
2009-02-23,19.81994453476365,19.848617805578467,19.03144736117462,19.04578399658203,154500,0.0,0.0,0.0
2009-02-24,19.27516145224277,19.884454682409373,19.10312595793983,19.791269302368164,137500,0.0,0.0,0.0
2009-02-25,19.74825288669169,19.77692614322197,19.18913805651252,19.504535675048828,59300,0.0,0.0,0.0
2009-02-26,19.726756713126143,19.85578368149196,19.25365874059591,19.368349075317383,78900,0.0,0.0,0.0
2009-02-27,19.189142262904777,19.41852289656432,18.852238260902958,19.067283630371094,352600,0.0,0.0,0.0
2009-03-02,18.80205973309821,18.80205973309821,17.999227587241904,18.0924129486084,97300,0.0,0.0,0.0
2009-03-03,18.142592376006316,18.32179617646885,17.82719467158813,17.941884994506836,118600,0.0,0.0,0.0
2009-03-04,18.701705932617188,18.938254859211373,18.314625125163275,18.701705932617188,63000,0.0,0.0,0.0
