Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2009-03-05,18.70887159419293,18.70887159419293,17.734002766024027,17.934711456298828,107400,0.0,0.0,0.0
2009-03-06,18.192772918947938,18.45082688157111,17.461622303543567,17.870206832885742,113100,0.0,0.0,0.0
2009-03-09,17.755521730296504,17.906052341470875,17.49029937180529,17.561981201171875,103200,0.0,0.0,0.0
2009-03-10,18.185602342089055,18.830735752779077,18.07091065151506,18.80923080444336,163300,0.0,0.0,0.0
2009-03-11,18.83073856864867,19.067287566848105,18.665871375070786,18.823570251464844,60600,0.0,0.0,0.0
2009-03-12,18.802063686495835,19.604897368375486,18.665869773340145,19.518878936767578,64900,0.0,0.0,0.0
2009-03-13,19.84143927515106,20.070819854736328,19.310996343056104,20.070819854736328,123900,0.0,0.0,0.0
2009-03-16,20.09233241780261,20.429235100953687,19.633569717407227,19.633569717407227,123900,0.0,0.0,0.0
2009-03-17,19.626401758883528,20.214191436767578,19.483039523256913,20.214191436767578,138800,0.0,0.0,0.0
2009-03-18,20.05648825764904,20.844985223170923,19.84861256796269,20.687286376953125,84900,0.0,0.0,0.0
2009-03-19,19.991971470719104,21.303742968273475,19.35400650850355,20.57975959777832,54700,0.0,0.0,0.0
2009-03-20,20.443570684429968,20.644278073778956,20.135339916825103,20.207021713256836,102700,0.0,0.0,0.0
2009-03-23,20.65144723446009,21.76968002319336,20.65144723446009,21.76968002319336,524700,0.0,0.0,0.0
2009-03-24,21.547463706007274,21.547463706007274,21.131710960578825,21.146047592163086,102000,0.0,0.0,0.0
2009-03-25,21.42560477486455,21.712331933707926,20.895161718550572,21.43994140625,72700,0.0,0.0,0.0
2009-03-26,21.762512477098912,21.827025962087678,21.425608418331667,21.80552101135254,140000,0.0,0.0,0.0
2009-03-27,21.561801542493363,21.561801542493363,21.138880457639402,21.203393936157227,46900,0.0,0.0,0.0
2009-03-30,20.629940825007374,20.65144440481806,19.712416926763733,20.32887840270996,135600,0.0,0.0,0.0
2009-03-31,20.801981206155396,21.07437042999867,20.493750395479626,20.75180435180664,370600,0.0,0.0,0.0
2009-04-01,20.278705805260145,21.303750551568864,20.278705805260145,21.18906021118164,132300,0.0,0.0,0.0
2009-04-02,21.812682443137916,22.46498403682302,21.812682443137916,22.085071563720703,54300,0.0,0.0,0.0
2009-04-03,22.46498414865968,22.46498414865968,21.55462869194168,22.185426712036133,63000,0.0,0.0,0.0
2009-04-06,22.36463089206306,22.36463089206306,21.619142557626706,21.956045150756836,63300,0.0,0.0,0.0
2009-04-07,21.576137583425364,21.712332852920284,21.38259715317729,21.45427894592285,66700,0.0,0.0,0.0
2009-04-08,21.52596447718894,22.551009232774085,21.490122890983134,21.79118537902832,98800,0.0,0.0,0.0
2009-04-09,22.5653429497674,22.5653429497674,22.242776918920235,22.551006317138672,54600,0.0,0.0,0.0
2009-04-13,22.579678540941554,22.801890867571476,22.106580623746762,22.68720054626465,58100,0.0,0.0,0.0
2009-04-14,22.52949340896383,22.938077699226753,22.221262771125918,22.37896156311035,154400,0.0,0.0,0.0
2009-04-15,22.59401630193514,22.65852978179604,22.171095208276604,22.6513614654541,85200,0.0,0.0,0.0
2009-04-16,22.83772766063682,23.024098368284225,22.54383360298705,22.916576385498047,77500,0.0,0.0,0.0
2009-04-17,23.045612078929935,23.05994597806267,22.715876342995266,22.87357521057129,49000,0.0,0.0,0.0
2009-04-20,23.08144708757005,23.08144708757005,21.8270206451416,21.8270206451416,54600,0.0,0.0,0.0
2009-04-21,21.619148524429797,22.37897233099361,21.540298406890013,22.3144588470459,64700,0.0,0.0,0.0
2009-04-22,22.615514655390445,22.687196435021573,22.056399782143348,22.185426712036133,110800,0.0,0.0,0.0
2009-04-23,22.522334505732307,22.67286504726337,22.192598790085874,22.6513614654541,100500,0.0,0.0,0.0
2009-04-24,22.873573210594824,23.131627123352928,22.773219518840673,22.902246475219727,121300,0.0,0.0,0.0
2009-04-27,22.5725118515058,22.895079257935375,22.292954344077888,22.644193649291992,114600,0.0,0.0,0.0
2009-04-28,22.393309314726178,22.973929312117477,22.113751791392712,22.457822799682617,57800,0.0,0.0,0.0
2009-04-29,22.730209980867603,23.41118498708171,22.730209980867603,23.045610427856445,66100,0.0,0.0,0.0
2009-04-30,23.525869485809793,23.64772946498995,23.045604719664023,23.25347900390625,100400,0.0,0.0,0.0
2009-05-01,23.468531296370024,23.547378672942124,23.160300535767966,23.525875091552734,41800,0.0,0.0,0.0
2009-05-04,24.14233661772539,24.42906379699707,23.762425429458496,24.42906379699707,85300,0.0,0.0,0.0
2009-05-05,24.44339732961292,24.44339732961292,24.084989728096996,24.28569984436035,77400,0.0,0.0,0.0
2009-05-06,24.472064125081797,24.81613500345384,24.343037203888247,24.672771453857422,146000,0.0,0.0,0.0
2009-05-07,25.210377981949907,25.210377981949907,24.127988717807856,24.39320945739746,110600,0.0,0.0,0.0
2009-05-08,24.887816873255986,25.339408339916744,24.730116703317996,25.260560989379883,212900,0.0,0.0,0.0
2009-05-11,25.583133523363276,25.583133523363276,24.47924019267975,24.529417037963867,113100,0.0,0.0,0.0
2009-05-12,24.71578620180723,24.794636306320346,24.34304199329338,24.66560935974121,39900,0.0,0.0,0.0
2009-05-13,24.601100948821294,24.601100948821294,23.86994901256203,23.94879913330078,43500,0.0,0.0,0.0
2009-05-14,23.905790335782708,24.30720790790145,23.84127684623565,24.12800407409668,25900,0.0,0.0,0.0
2009-05-15,24.07781630568426,24.321533518566888,23.884275924768737,23.998966217041016,37400,0.0,0.0,0.0
2009-05-18,24.500749504074754,24.93083763122559,24.30720902652679,24.930837631225586,678800,0.0,0.0,0.0
2009-05-19,24.780304703603345,25.231899108269438,24.780304703603345,25.03118896484375,64600,0.0,0.0,0.0
2009-05-20,25.03118532278473,25.540126189930643,25.0168514251709,25.0168514251709,76300,0.0,0.0,0.0
2009-05-21,24.808967716939577,24.82330434514624,24.436223586863075,24.787464141845703,81100,0.0,0.0,0.0
2009-05-22,24.801800509653056,25.067024056284566,24.722953148299574,24.873483657836914,64400,0.0,0.0,0.0
2009-05-26,24.644114798386262,25.43261066319387,24.29287404095834,25.38960075378418,85800,0.0,0.0,0.0
2009-05-27,25.475622634880388,25.48995927251085,24.859160888940725,24.959514617919922,49200,0.0,0.0,0.0
2009-05-28,25.05269676577571,25.396767802023277,24.851986610472817,25.36092758178711,31800,0.0,0.0,0.0
2009-05-29,25.676314225625948,25.719324111938473,25.375253224735275,25.719324111938477,36100,0.0,0.0,0.0
2009-06-01,25.776679677153297,26.651195290958732,25.776679677153297,26.479158401489258,109800,0.0,0.0,0.0
2009-06-02,26.40030366399687,26.558001139834328,26.06339966366773,26.43614387512207,49500,0.0,0.0,0.0
2009-06-03,26.034731607292603,26.135085312284545,25.618980153121214,25.884201049804688,33800,0.0,0.0,0.0
2009-06-04,26.056230231630167,26.19959381194399,25.798179068384712,26.135080337524414,82000,0.0,0.0,0.0
2009-06-05,26.436140796579267,26.436140796579267,25.79817581577136,26.00605010986328,80900,0.0,0.0,0.0
2009-06-08,25.776677660494247,25.963051170707896,25.4612799113148,25.884201049804688,34000,0.0,0.0,0.0
2009-06-09,25.984553735398023,26.12791733737653,25.877030350305827,26.11358070373535,62500,0.0,0.0,0.0
2009-06-10,26.199596179111612,26.342959772378524,25.805348348452434,26.03472900390625,35700,0.0,0.0,0.0
2009-06-11,26.450480465799654,26.70136467772325,26.1135764659884,26.428974151611328,104800,0.0,0.0,0.0
2009-06-12,26.28561472943059,26.357297897338867,26.113580595317252,26.357297897338867,101900,0.0,0.0,0.0
2009-06-15,26.264107934557778,26.264107934557778,25.353752321695335,25.554462432861328,54000,0.0,0.0,0.0
2009-06-16,26.070562988507138,26.070562988507138,25.160207533408837,25.210384368896484,109800,0.0,0.0,0.0
2009-06-17,25.35375519046593,25.35375519046593,24.830480374465647,25.10287094116211,79700,0.0,0.0,0.0
2009-06-18,25.088534943171876,25.346588882953828,25.016854508536134,25.160215377807617,78400,0.0,0.0,0.0
2009-06-19,25.167387677173902,25.504291770724187,25.167387677173902,25.231901168823242,174400,0.0,0.0,0.0
2009-06-22,25.16737942232792,25.16737942232792,24.457731246948242,24.457731246948242,79700,0.0,0.0,0.0
2009-06-23,24.837646018251736,24.837646018251736,24.529415285282806,24.72295570373535,25500,0.0,0.0,0.0
2009-06-24,25.102871633445517,25.296412088717283,24.830481059237112,24.952341079711914,44600,0.0,0.0,0.0
2009-06-25,24.88782711024286,25.4827823638916,24.751630458572723,25.4827823638916,42500,0.0,0.0,0.0
2009-06-26,25.554456881677908,26.22826202464919,25.33941018539792,25.49711036682129,22300,0.0,0.0,0.0
2009-06-29,25.6476438654013,25.755167226112956,25.446936508801034,25.70499038696289,36000,0.0,0.0,0.0
2009-06-30,25.76950462918621,25.76950462918621,25.18171643771869,25.274900436401367,119600,0.0,0.0,0.0
2009-07-01,25.683494295568224,25.87703202617499,25.67632461106667,25.72650146484375,102500,0.0,0.0,0.0
2009-07-02,25.497114575150974,25.497114575150974,24.966672897338867,24.966672897338867,53800,0.0,0.0,0.0
