"Date","Price","Open","High","Low","Vol.","Change %"
"03/10/2021","439.91","438.00","441.58","437.61","","0.50%"
"03/09/2021","437.72","431.89","439.81","431.12","","1.28%"
"03/08/2021","432.19","434.62","436.46","431.89","","-0.43%"
"03/05/2021","434.06","429.94","434.76","426.04","","0.61%"
"03/04/2021","431.41","436.60","436.87","427.41","","-1.36%"
"03/03/2021","437.37","440.09","442.03","437.17","","-0.55%"
"03/02/2021","439.80","442.37","442.44","439.80","","-0.47%"
"03/01/2021","441.89","433.73","442.69","433.54","","2.01%"
"02/26/2021","433.19","437.65","438.02","431.24","","-1.54%"
"02/25/2021","439.98","446.19","447.60","438.37","","-1.15%"
"02/24/2021","445.08","443.87","445.74","440.34","","0.17%"
"02/23/2021","444.34","444.28","445.17","437.91","","0.04%"
"02/22/2021","444.15","448.20","448.89","444.02","","-0.81%"
"02/19/2021","447.78","447.30","449.56","446.34","","0.13%"
"02/18/2021","447.19","449.98","450.11","444.99","","-0.58%"
"02/17/2021","449.82","450.74","451.36","447.68","","-0.34%"
"02/16/2021","451.34","451.75","452.65","450.39","","0.02%"
"02/15/2021","451.24","450.08","451.38","449.89","","0.43%"
"02/12/2021","449.33","447.74","449.43","446.75","","0.35%"
"02/11/2021","447.76","446.61","448.50","446.02","","0.24%"
"02/10/2021","446.70","446.11","448.68","444.59","","0.20%"
"02/09/2021","445.80","429.98","446.47","429.98","","0.17%"
"02/08/2021","445.05","442.38","445.12","442.11","","0.77%"
"02/05/2021","441.65","439.61","442.30","439.46","","0.56%"
"02/04/2021","439.20","437.01","439.20","435.78","","0.54%"
"02/03/2021","436.82","436.26","438.09","435.97","","0.31%"
"02/02/2021","435.47","430.05","436.54","430.01","","1.30%"
"02/01/2021","429.90","423.75","430.53","423.63","","1.45%"
"01/29/2021","423.74","431.36","431.95","422.12","","-1.74%"
"01/28/2021","431.26","428.71","434.25","426.58","","0.27%"
"01/27/2021","430.11","439.19","439.35","428.85","","-1.99%"
"01/26/2021","438.86","439.89","440.73","438.33","","-0.26%"
"01/25/2021","440.02","439.13","440.82","435.86","","0.20%"
"01/22/2021","439.13","441.09","441.22","438.23","","-0.46%"
"01/21/2021","441.17","440.92","441.91","440.39","","0.18%"
"01/20/2021","440.37","435.82","440.91","435.61","","1.10%"
"01/19/2021","435.60","432.41","436.08","432.41","","0.81%"
"01/18/2021","432.08","431.84","432.15","431.42","","-0.03%"
"01/15/2021","432.23","436.15","436.23","430.40","","-0.85%"
"01/14/2021","435.93","436.10","437.87","435.78","","0.01%"
"01/13/2021","435.87","435.35","436.71","434.54","","0.30%"
"01/12/2021","434.57","433.73","435.60","432.97","","0.19%"
"01/11/2021","433.74","436.66","436.89","432.82","","-0.78%"
"01/08/2021","437.16","433.62","437.16","433.46","","0.93%"
"01/07/2021","433.15","429.57","433.65","428.80","","1.14%"
"01/06/2021","428.25","426.86","431.19","425.37","","0.45%"
"01/05/2021","426.32","423.53","427.21","423.37","","0.58%"
"01/04/2021","423.85","425.95","428.99","421.16","","-0.48%"
"01/01/2021","425.89","425.31","425.89","424.16","","0.00%"
"12/31/2020","425.89","425.31","425.89","424.16","","0.15%"
"12/30/2020","425.24","423.57","426.14","423.52","","0.34%"
"12/29/2020","423.80","422.95","425.88","422.91","","0.35%"
"12/28/2020","422.32","420.23","422.71","420.04","","0.57%"
"12/25/2020","419.93","419.88","420.15","419.85","","0.03%"
"12/24/2020","419.79","419.27","419.86","418.87","","0.22%"
"12/23/2020","418.85","417.57","420.23","417.19","","0.39%"
"12/22/2020","417.22","418.01","418.11","416.39","","-0.19%"
"12/21/2020","418.01","421.03","421.18","413.57","","-0.84%"
"12/18/2020","421.56","422.94","422.98","419.97","","-0.34%"
"12/17/2020","422.98","420.00","422.99","420.00","","0.73%"
"12/16/2020","419.90","418.24","420.64","418.14","","0.52%"
"12/15/2020","417.72","414.55","418.03","414.02","","0.77%"
"12/14/2020","414.54","415.73","418.29","414.54","","-0.14%"
"12/11/2020","415.12","416.22","416.57","413.06","","-0.19%"
"12/10/2020","415.91","415.71","416.58","413.24","","-0.02%"
"12/09/2020","415.99","417.98","419.39","414.75","","-0.40%"
"12/08/2020","417.67","416.70","417.91","415.74","","0.18%"
"12/07/2020","416.92","417.42","417.61","416.09","","-0.12%"
"12/04/2020","417.41","414.51","417.41","414.44","","0.71%"
"12/03/2020","414.45","413.36","415.49","413.24","","0.36%"
"12/02/2020","412.96","412.65","413.24","410.61","","0.24%"
"12/01/2020","411.98","407.60","413.18","407.57","","1.12%"
"11/30/2020","407.42","411.03","411.21","405.94","","-0.91%"
"11/27/2020","411.17","409.70","411.49","409.48","","0.41%"
"11/26/2020","409.51","409.25","409.87","409.22","","0.14%"
"11/25/2020","408.93","409.79","410.07","407.71","","0.00%"
"11/24/2020","408.93","404.04","409.38","404.01","","1.44%"
"11/23/2020","403.13","401.94","404.72","401.57","","0.36%"
"11/20/2020","401.68","402.25","403.07","401.68","","-0.11%"
"11/19/2020","402.12","401.40","402.62","399.54","","0.00%"
"11/18/2020","402.11","403.52","405.18","401.78","","-0.43%"
"11/17/2020","403.84","404.57","404.74","402.05","","-0.11%"
"11/16/2020","404.27","400.03","404.48","399.98","","1.28%"
"11/13/2020","399.18","396.04","399.91","395.45","","0.74%"
"11/12/2020","396.25","398.91","399.34","394.93","","-0.61%"
"11/11/2020","398.70","396.36","399.29","396.03","","0.72%"
"11/10/2020","395.85","395.99","396.55","393.08","","0.07%"
"11/09/2020","395.59","391.01","401.80","390.97","","1.35%"
"11/06/2020","390.33","389.56","391.13","388.26","","0.25%"
"11/05/2020","389.37","381.71","390.54","381.60","","2.15%"
"11/04/2020","381.18","374.61","384.04","372.91","","1.89%"
"11/03/2020","374.11","367.72","375.41","367.68","","1.84%"
"11/02/2020","367.36","363.25","368.74","363.22","","1.22%"
"10/30/2020","362.94","367.09","367.26","360.62","","-1.14%"
"10/29/2020","367.12","365.37","369.27","363.55","","0.38%"
"10/28/2020","365.72","375.93","376.32","365.59","","-2.85%"
"10/27/2020","376.45","377.30","377.75","376.22","","-0.28%"
"10/26/2020","377.51","383.44","383.52","375.00","","-1.50%"
"10/24/2020","383.26","383.26","383.26","383.26","","0.00%"
"10/23/2020","383.26","381.89","383.75","381.56","","0.34%"
"10/22/2020","381.96","381.37","382.27","379.03","","0.07%"
"10/21/2020","381.68","382.21","384.09","381.48","","-0.12%"
"10/20/2020","382.15","381.01","384.43","380.55","","0.25%"
"10/19/2020","381.21","384.11","386.34","380.57","","-0.74%"
"10/17/2020","384.06","384.06","384.06","384.06","","0.00%"
"10/16/2020","384.06","383.34","386.47","382.95","","0.20%"
"10/15/2020","383.30","386.31","386.32","380.46","","-0.82%"
"10/14/2020","386.47","387.85","389.21","385.76","","-0.38%"
"10/13/2020","387.94","389.89","390.06","387.08","","-0.49%"
"10/12/2020","389.84","385.25","390.85","385.05","","1.22%"
"10/09/2020","385.14","382.29","385.62","382.16","","0.79%"
"10/08/2020","382.14","379.42","382.28","379.41","","0.76%"
"10/07/2020","379.26","374.90","379.80","374.61","","1.01%"
"10/06/2020","375.46","377.80","379.99","374.63","","-0.61%"
"10/05/2020","377.77","371.90","377.82","371.87","","1.62%"
"10/02/2020","371.74","374.44","374.64","370.07","","-0.68%"
"10/01/2020","374.28","372.57","375.34","372.52","","0.49%"
"09/30/2020","372.46","371.12","374.50","369.86","","0.42%"
"09/29/2020","370.92","372.15","372.63","370.42","","-0.26%"
"09/28/2020","371.90","366.09","372.70","366.09","","1.62%"
"09/25/2020","365.97","362.71","366.54","360.74","","1.00%"
"09/24/2020","362.34","363.74","364.96","359.57","","-0.46%"
"09/23/2020","364.03","369.34","370.56","363.50","","-1.44%"
"09/22/2020","369.33","367.94","369.68","366.28","","0.41%"
"09/21/2020","367.83","373.76","374.09","363.75","","-1.64%"
"09/18/2020","373.98","376.40","376.94","372.09","","-0.55%"
"09/17/2020","376.03","378.98","378.99","373.97","","-0.83%"
"09/16/2020","379.19","379.54","382.18","378.92","","-0.08%"
"09/15/2020","379.50","377.60","381.03","377.29","","0.48%"
"09/14/2020","377.68","373.39","378.80","373.38","","1.17%"
"09/11/2020","373.32","372.66","375.40","371.19","","0.09%"
"09/10/2020","372.98","376.54","379.37","372.02","","-0.92%"
"09/09/2020","376.43","371.01","378.12","369.94","","1.38%"
"09/08/2020","371.32","378.74","379.31","371.05","","-1.98%"
"09/07/2020","378.81","378.13","378.91","377.64","","0.26%"
"09/04/2020","377.81","381.74","382.44","371.92","","-1.03%"
"09/03/2020","381.73","391.30","392.00","379.93","","-2.42%"
"09/02/2020","391.19","387.28","391.65","387.14","","0.94%"
"09/01/2020","387.54","385.31","387.54","384.91","","0.54%"
"08/31/2020","385.44","386.65","387.47","384.87","","-0.28%"
"08/28/2020","386.52","384.42","386.73","384.38","","0.57%"
"08/27/2020","384.33","385.04","385.78","383.13","","-0.12%"
"08/26/2020","384.81","381.72","385.00","381.19","","0.87%"
"08/25/2020","381.50","380.28","381.73","380.27","","0.29%"
"08/24/2020","380.39","376.34","380.39","376.12","","1.09%"
"08/23/2020","376.27","376.34","376.35","376.27","","0.02%"
"08/21/2020","376.18","375.77","376.67","374.69","","0.22%"
"08/20/2020","375.35","376.39","376.40","372.84","","-0.42%"
"08/19/2020","376.95","378.00","378.61","376.07","","-0.23%"
"08/18/2020","377.81","376.90","378.79","376.45","","0.25%"
"08/17/2020","376.85","375.38","377.13","375.16","","0.38%"
"08/16/2020","375.42","375.38","375.43","375.38","","0.02%"
"08/14/2020","375.34","376.12","376.34","374.59","","-0.24%"
"08/13/2020","376.26","376.43","377.22","375.32","","-0.05%"
"08/12/2020","376.46","371.83","376.83","371.29","","1.20%"
"08/11/2020","371.98","371.57","375.26","371.36","","0.06%"
"08/10/2020","371.76","370.99","372.19","369.98","","0.20%"
"08/09/2020","371.02","370.99","371.02","370.99","","-0.02%"
"08/07/2020","371.10","372.44","372.49","369.41","","-0.32%"
"08/06/2020","372.29","371.52","372.55","370.03","","0.19%"
"08/05/2020","371.59","368.64","371.88","368.47","","0.89%"
"08/04/2020","368.30","366.24","368.71","366.23","","0.63%"
"08/03/2020","365.99","363.15","366.75","362.93","","0.79%"
"08/02/2020","363.13","363.15","363.16","363.09","","-0.09%"
"07/31/2020","363.44","364.31","364.35","359.87","","-0.06%"
"07/30/2020","363.66","366.27","366.55","360.19","","-0.67%"
"07/29/2020","366.10","363.24","366.70","362.74","","0.77%"
"07/28/2020","363.31","364.32","365.43","363.16","","-0.31%"
"07/27/2020","364.45","361.27","364.45","361.02","","0.87%"
"07/26/2020","361.30","361.27","361.34","361.27","","0.02%"
"07/24/2020","361.23","364.17","364.37","359.95","","-0.82%"
"07/23/2020","364.21","366.71","367.56","363.29","","-0.71%"
"07/22/2020","366.82","366.60","366.89","365.03","","0.14%"
"07/21/2020","366.32","364.27","368.09","364.26","","0.60%"
"07/20/2020","364.13","361.30","364.56","360.59","","0.78%"
"07/19/2020","361.31","361.30","361.34","361.29","","0.05%"
"07/17/2020","361.13","359.83","361.88","359.65","","0.27%"
"07/16/2020","360.16","362.27","362.31","358.83","","-0.61%"
"07/15/2020","362.37","358.37","363.38","358.35","","1.18%"
"07/14/2020","358.16","356.22","358.39","352.98","","0.46%"
"07/13/2020","356.51","356.89","362.13","355.81","","-0.10%"
"07/12/2020","356.86","356.89","356.89","356.86","","-0.03%"
"07/10/2020","356.98","354.78","356.98","353.21","","0.61%"
"07/09/2020","354.82","356.37","357.81","352.17","","-0.38%"
"07/08/2020","356.16","354.11","356.50","353.58","","0.53%"
"07/07/2020","354.27","357.53","357.86","354.00","","-0.92%"
"07/06/2020","357.57","351.18","357.72","351.17","","1.82%"
"07/05/2020","351.19","351.18","351.20","351.17","","0.02%"
"07/03/2020","351.13","351.00","351.85","350.86","","0.08%"
"07/02/2020","350.86","347.64","353.73","347.63","","0.94%"
"07/01/2020","347.60","346.24","348.45","345.26","","0.43%"
"06/30/2020","346.11","342.82","346.99","342.55","","1.01%"
"06/29/2020","342.65","340.46","342.74","338.86","","0.64%"
"06/28/2020","340.46","340.49","340.50","340.46","","0.05%"
"06/26/2020","340.29","345.53","346.88","340.26","","-1.47%"
"06/25/2020","345.37","343.61","345.58","340.91","","0.41%"
"06/24/2020","343.96","351.67","352.07","342.59","","-2.25%"
"06/23/2020","351.86","348.91","353.27","348.16","","0.92%"
"06/22/2020","348.66","347.39","348.98","346.08","","0.33%"
"06/19/2020","347.53","348.10","351.55","346.56","","-0.21%"
"06/18/2020","348.26","348.77","349.07","346.62","","-0.10%"
"06/17/2020","348.62","348.79","350.51","348.13","","0.00%"
"06/16/2020","348.63","341.47","351.46","341.47","","2.26%"
"06/15/2020","340.91","340.98","342.21","333.31","","-0.04%"
"06/12/2020","341.05","339.34","345.50","337.14","","0.29%"
"06/11/2020","340.06","356.68","356.68","339.35","","-4.61%"
"06/10/2020","356.48","357.50","359.25","355.84","","-0.32%"
"06/09/2020","357.63","359.65","360.13","356.35","","-0.48%"
"06/08/2020","359.35","356.23","359.65","355.89","","0.91%"
"06/05/2020","356.11","348.67","357.22","348.32","","2.12%"
"06/04/2020","348.73","349.02","350.04","347.28","","-0.10%"
"06/03/2020","349.07","343.16","349.58","343.16","","1.70%"
"06/02/2020","343.22","338.60","343.22","338.56","","1.17%"
"06/01/2020","339.25","336.22","339.64","336.20","","0.94%"
"05/29/2020","336.10","335.92","336.35","332.93","","0.06%"
"05/28/2020","335.90","334.66","338.65","334.50","","0.47%"
"05/27/2020","334.32","331.29","334.57","329.48","","0.93%"
"05/26/2020","331.23","326.11","333.13","326.11","","1.58%"
"05/25/2020","326.07","324.38","326.11","324.38","","0.53%"
"05/22/2020","324.34","325.80","325.91","322.70","","-0.42%"
"05/21/2020","325.72","328.15","328.38","324.89","","-0.76%"
"05/20/2020","328.22","323.58","328.99","323.41","","1.39%"
"05/19/2020","323.72","324.42","326.59","323.58","","-0.13%"
"05/18/2020","324.14","315.33","325.30","315.30","","2.79%"
"05/15/2020","315.35","314.27","315.38","312.49","","0.39%"
"05/14/2020","314.14","314.38","314.42","307.56","","-0.10%"
"05/13/2020","314.46","318.87","319.21","312.53","","-1.49%"
"05/12/2020","319.23","322.89","324.32","318.91","","-1.18%"
"05/11/2020","323.05","322.69","323.86","321.03","","0.00%"
"05/08/2020","323.06","318.00","323.06","317.96","","1.76%"
"05/07/2020","317.48","314.84","319.18","314.60","","0.77%"
"05/06/2020","315.05","316.41","318.19","314.89","","-0.42%"
"05/05/2020","316.39","313.42","318.44","313.40","","1.00%"
"05/04/2020","313.26","315.09","315.09","310.36","","-0.72%"
"05/01/2020","315.54","322.17","322.18","314.71","","-2.15%"
"04/30/2020","322.48","324.84","326.13","321.07","","-0.65%"
"04/29/2020","324.58","317.55","325.74","317.53","","2.27%"
"04/28/2020","317.39","316.91","321.60","316.55","","0.15%"
"04/27/2020","316.90","311.59","317.50","311.57","","1.74%"
"04/24/2020","311.48","309.94","311.90","308.47","","0.40%"
"04/23/2020","310.25","309.21","313.70","309.10","","0.33%"
"04/22/2020","309.23","303.92","310.08","303.20","","1.74%"
"04/21/2020","303.95","313.04","313.06","303.21","","-2.98%"
"04/20/2020","313.28","316.46","316.46","312.56","","-1.03%"
"04/17/2020","316.54","308.71","316.62","308.71","","2.58%"
"04/16/2020","308.59","308.13","309.47","306.17","","0.13%"
"04/15/2020","308.20","315.15","315.27","306.65","","-2.14%"
"04/14/2020","314.95","307.70","315.45","307.68","","2.42%"
"04/13/2020","307.50","309.87","309.88","304.79","","-0.73%"
"04/10/2020","309.76","309.51","309.94","309.11","","0.07%"
"04/09/2020","309.53","304.87","311.54","304.78","","1.56%"
"04/08/2020","304.78","299.07","305.28","297.78","","2.00%"
"04/07/2020","298.81","295.86","305.82","295.86","","1.02%"
"04/06/2020","295.79","280.38","296.53","280.36","","5.41%"
"04/03/2020","280.61","284.52","284.82","278.71","","-1.37%"
"04/02/2020","284.52","280.93","285.61","279.17","","1.19%"
"04/01/2020","281.18","292.40","292.43","279.79","","-3.65%"
"03/31/2020","291.84","293.59","295.85","291.09","","-0.57%"
"03/30/2020","293.51","288.50","293.92","286.27","","1.88%"
"03/27/2020","288.09","296.11","296.84","285.83","","-2.31%"
"03/26/2020","294.90","282.18","295.32","281.49","","4.56%"
"03/25/2020","282.05","276.11","288.88","275.58","","2.72%"
"03/24/2020","274.58","254.80","274.63","254.67","","8.31%"
"03/23/2020","253.51","261.22","261.26","250.35","","-3.31%"
"03/20/2020","262.18","266.27","273.12","261.23","","-1.61%"
"03/19/2020","266.46","266.32","269.73","258.45","","0.29%"
"03/18/2020","265.68","280.33","280.74","257.76","","-5.03%"
"03/17/2020","279.74","269.87","282.02","267.43","","3.40%"
"03/16/2020","270.53","297.47","297.61","270.33","","-9.03%"
"03/13/2020","297.37","281.25","297.52","279.02","","5.13%"
"03/12/2020","282.87","311.45","311.73","282.87","","-9.49%"
"03/11/2020","312.53","323.89","324.35","310.13","","-3.59%"
"03/10/2020","324.18","314.55","324.18","314.40","","2.65%"
"03/09/2020","315.82","338.42","338.42","315.45","","-7.02%"
"03/06/2020","339.68","346.41","346.44","335.20","","-2.04%"
"03/05/2020","346.75","354.02","354.87","345.33","","-1.95%"
"03/04/2020","353.63","344.39","353.63","344.27","","2.61%"
"03/03/2020","344.62","349.27","354.18","342.92","","-1.15%"
"03/02/2020","348.62","338.24","348.78","338.24","","3.02%"
"02/28/2020","338.41","343.55","343.70","330.87","","-1.77%"
"02/27/2020","344.50","356.03","356.11","344.50","","-3.29%"
"02/26/2020","356.22","357.65","361.07","355.57","","-0.58%"
"02/25/2020","358.29","365.53","366.80","357.77","","-2.29%"
"02/24/2020","366.68","377.39","377.39","366.06","","-2.95%"
"02/21/2020","377.81","380.54","380.57","377.25","","-0.73%"
"02/20/2020","380.60","382.94","382.94","378.74","","-0.50%"
"02/19/2020","382.51","380.69","382.80","380.60","","0.44%"
"02/18/2020","380.82","382.44","382.47","379.70","","-0.47%"
"02/17/2020","382.62","382.31","382.87","382.21","","-0.02%"
"02/14/2020","382.68","382.15","382.85","381.82","","0.04%"
"02/13/2020","382.52","383.15","383.36","381.31","","-0.23%"
"02/12/2020","383.39","381.15","383.39","381.02","","0.60%"
"02/11/2020","381.10","379.52","382.36","379.51","","0.43%"
"02/10/2020","379.46","378.08","379.46","377.24","","0.23%"
"02/07/2020","378.59","380.52","380.52","377.99","","-0.54%"
"02/06/2020","380.63","379.06","380.80","379.05","","0.57%"
"02/05/2020","378.47","375.66","378.72","375.54","","0.85%"
"02/04/2020","375.29","369.88","375.97","369.84","","1.47%"
"02/03/2020","369.87","368.15","371.28","367.77","","0.31%"
"01/31/2020","368.72","373.27","373.83","368.05","","-1.18%"
"01/30/2020","373.14","374.30","374.34","370.17","","-0.34%"
"01/29/2020","374.40","374.69","375.72","374.20","","-0.01%"
"01/28/2020","374.42","371.69","375.15","371.50","","0.58%"
"01/27/2020","372.26","378.06","378.13","371.96","","-1.63%"
"01/24/2020","378.41","380.01","381.32","377.54","","-0.41%"
"01/23/2020","379.97","380.86","380.99","378.41","","-0.28%"
"01/22/2020","381.05","380.59","382.30","380.52","","0.11%"
"01/21/2020","380.64","382.24","382.24","380.32","","-0.41%"
"01/20/2020","382.20","382.51","382.60","382.07","","-0.03%"
"01/17/2020","382.32","380.95","382.32","380.80","","0.41%"
"01/16/2020","380.77","378.88","380.78","378.77","","0.53%"
"01/15/2020","378.77","378.50","379.49","378.01","","0.07%"
"01/14/2020","378.50","378.72","379.30","378.07","","0.01%"
"01/13/2020","378.46","376.49","378.53","376.49","","0.49%"
"01/10/2020","376.61","376.99","377.88","376.33","","-0.03%"
"01/09/2020","376.72","374.60","376.83","374.60","","0.67%"
"01/08/2020","374.20","373.34","375.04","372.80","","0.10%"
"01/07/2020","373.81","374.35","375.17","373.41","","-0.02%"
"01/06/2020","373.90","373.75","373.93","371.70","","-0.10%"
"01/03/2020","374.26","376.11","376.42","373.53","","-0.52%"
"01/02/2020","376.20","373.22","376.20","373.21","","0.79%"
"01/01/2020","373.24","372.63","373.24","372.20","","0.00%"
"12/31/2019","373.24","372.63","373.24","372.20","","0.15%"
"12/30/2019","372.69","374.30","374.66","372.52","","-0.43%"
"12/27/2019","374.30","373.44","374.93","373.43","","0.26%"
"12/26/2019","373.34","372.11","373.42","372.07","","0.36%"
"12/25/2019","371.99","371.99","371.99","371.99","","-0.03%"
"12/24/2019","372.09","372.07","372.15","371.78","","0.01%"
"12/23/2019","372.04","371.64","372.29","371.58","","0.07%"
"12/20/2019","371.77","370.41","371.95","370.20","","0.35%"
"12/19/2019","370.46","369.60","370.53","369.19","","0.24%"
"12/18/2019","369.58","369.67","370.12","369.44","","-0.05%"
"12/17/2019","369.77","369.36","370.10","369.31","","0.13%"
"12/16/2019","369.29","366.81","369.91","366.78","","0.68%"
"12/13/2019","366.81","366.05","368.18","365.89","","0.60%"
"12/12/2019","364.63","362.57","365.65","362.52","","0.69%"
"12/11/2019","362.12","360.99","362.71","360.86","","0.30%"
"12/10/2019","361.02","361.40","361.69","360.43","","-0.13%"
"12/09/2019","361.49","362.18","362.56","361.48","","-0.10%"
"12/06/2019","361.86","359.38","362.33","359.38","","0.75%"
"12/05/2019","359.15","358.75","359.38","358.31","","0.20%"
"12/04/2019","358.45","356.40","358.88","356.15","","0.47%"
"12/03/2019","356.76","358.35","358.81","355.07","","-0.56%"
"12/02/2019","358.76","361.10","361.51","358.53","","-0.57%"
"11/29/2019","360.82","362.71","362.74","360.71","","-0.47%"
"11/28/2019","362.54","362.80","362.85","362.43","","-0.06%"
"11/27/2019","362.76","361.71","362.80","361.62","","0.37%"
"11/26/2019","361.44","361.38","361.74","360.83","","0.10%"
"11/25/2019","361.09","358.85","361.10","358.82","","0.70%"
"11/22/2019","358.57","357.92","359.01","357.82","","0.18%"
"11/21/2019","357.91","358.79","358.79","357.10","","-0.27%"
"11/20/2019","358.87","360.27","360.33","357.79","","-0.44%"
"11/19/2019","360.47","360.11","361.27","359.88","","0.02%"
"11/18/2019","360.40","359.80","360.47","359.47","","0.15%"
"11/15/2019","359.85","357.37","359.87","357.37","","0.76%"
"11/14/2019","357.15","357.57","357.62","356.45","","-0.14%"
"11/13/2019","357.65","358.25","358.26","356.59","","-0.20%"
"11/12/2019","358.38","357.70","359.08","357.54","","0.18%"
"11/11/2019","357.74","358.59","358.61","356.78","","-0.23%"
"11/08/2019","358.57","358.98","358.98","357.29","","-0.02%"
"11/07/2019","358.65","357.65","359.49","357.47","","0.27%"
"11/06/2019","357.68","357.53","357.79","356.98","","0.05%"
"11/05/2019","357.49","357.62","358.22","357.15","","-0.01%"
"11/04/2019","357.52","355.69","358.02","355.65","","0.53%"
"11/01/2019","355.62","352.52","355.62","352.52","","0.80%"
"10/31/2019","352.81","353.61","354.05","351.78","","-0.13%"
"10/30/2019","353.27","352.50","353.68","351.66","","0.17%"
"10/29/2019","352.68","352.74","353.21","352.12","","0.06%"
"10/28/2019","352.46","350.96","352.91","350.93","","0.42%"
"10/25/2019","350.98","350.04","351.30","349.45","","0.26%"
"10/24/2019","350.07","349.04","350.52","349.03","","0.36%"
"10/23/2019","348.80","348.38","348.98","347.82","","0.12%"
"10/22/2019","348.38","348.89","349.72","348.37","","-0.14%"
"10/21/2019","348.86","346.87","348.88","346.85","","0.61%"
"10/18/2019","346.76","347.90","348.05","346.22","","-0.30%"
"10/17/2019","347.79","346.98","348.84","346.62","","0.30%"
"10/16/2019","346.75","346.71","347.35","346.29","","0.01%"
"10/15/2019","346.71","343.68","347.37","343.68","","0.89%"
"10/14/2019","343.64","344.02","344.43","343.29","","-0.09%"
"10/11/2019","343.95","339.66","345.60","339.66","","1.36%"
"10/10/2019","339.32","337.55","340.17","337.10","","0.55%"
"10/09/2019","337.47","335.61","338.05","335.22","","0.53%"
"10/08/2019","335.68","339.20","339.87","335.61","","-1.10%"
"10/07/2019","339.43","339.95","340.57","339.04","","-0.10%"
"10/04/2019","339.77","336.37","339.94","336.29","","0.97%"
"10/03/2019","336.50","335.19","336.50","332.44","","0.43%"
"10/02/2019","335.07","340.80","340.82","334.35","","-1.61%"
"10/01/2019","340.54","343.29","344.25","340.54","","-0.87%"
"09/30/2019","343.53","342.97","343.95","342.37","","0.16%"
"09/27/2019","342.98","344.21","344.69","341.85","","-0.40%"
"09/26/2019","344.36","344.29","345.06","343.40","","0.01%"
"09/25/2019","344.32","344.48","344.50","341.93","","0.01%"
"09/24/2019","344.27","345.96","347.22","343.91","","-0.49%"
"09/23/2019","345.97","346.77","346.85","345.25","","-0.22%"
"09/20/2019","346.73","347.46","348.33","346.29","","-0.22%"
"09/19/2019","347.49","346.95","348.50","346.90","","0.10%"
"09/18/2019","347.15","347.39","347.41","344.96","","0.00%"
"09/17/2019","347.14","346.70","347.36","345.89","","0.13%"
"09/16/2019","346.68","348.30","348.33","346.26","","-0.41%"
"09/13/2019","348.11","347.36","348.93","347.36","","0.24%"
"09/12/2019","347.29","346.05","348.27","346.05","","0.36%"
"09/11/2019","346.03","343.55","346.08","343.52","","0.72%"
"09/10/2019","343.55","343.38","343.55","341.71","","0.03%"
"09/09/2019","343.46","343.17","344.10","342.96","","0.03%"
"09/06/2019","343.34","342.48","343.70","342.45","","0.25%"
"09/05/2019","342.48","338.76","343.29","338.76","","1.15%"
"09/04/2019","338.58","334.86","338.71","334.68","","1.14%"
"09/03/2019","334.78","336.40","336.42","333.82","","-0.51%"
"09/02/2019","336.49","336.69","336.70","336.39","","-0.10%"
"08/30/2019","336.82","335.43","337.94","335.42","","0.41%"
"08/29/2019","335.44","332.29","335.75","331.99","","0.94%"
"08/28/2019","332.32","331.37","332.38","329.81","","0.30%"
"08/27/2019","331.34","331.19","333.48","330.80","","0.04%"
"08/26/2019","331.22","331.22","331.22","331.22","","0.27%"
"08/23/2019","330.34","335.42","336.37","329.85","","-1.52%"
"08/22/2019","335.44","336.19","336.90","334.20","","-0.23%"
"08/21/2019","336.21","334.06","336.58","333.62","","0.68%"
"08/20/2019","333.94","335.36","336.00","333.94","","-0.47%"
"08/19/2019","335.53","332.03","335.95","332.01","","1.06%"
"08/16/2019","332.01","328.27","332.35","328.02","","1.15%"
"08/15/2019","328.24","328.73","328.91","326.92","","-0.19%"
"08/14/2019","328.85","335.66","336.24","328.64","","-2.01%"
"08/13/2019","335.58","333.54","337.05","331.77","","0.61%"
"08/12/2019","333.55","336.17","336.82","332.98","","-0.80%"
"08/09/2019","336.23","338.11","338.39","335.18","","-0.50%"
"08/08/2019","337.91","332.84","338.10","332.71","","1.48%"
"08/07/2019","332.97","332.32","333.34","328.71","","0.21%"
"08/06/2019","332.27","330.95","332.41","329.57","","0.47%"
"08/05/2019","330.72","339.24","339.24","329.35","","-2.49%"
"08/02/2019","339.17","343.34","343.34","337.83","","-1.17%"
"08/01/2019","343.19","344.99","347.33","342.84","","-0.70%"
"07/31/2019","345.62","348.16","348.19","343.45","","-0.69%"
"07/30/2019","348.03","349.48","349.73","347.37","","-0.39%"
"07/29/2019","349.41","349.94","350.09","348.98","","-0.15%"
"07/26/2019","349.94","348.82","350.11","348.35","","0.27%"
"07/25/2019","349.01","350.46","351.15","348.40","","-0.43%"
"07/24/2019","350.52","349.34","350.52","348.91","","0.33%"
"07/23/2019","349.38","347.57","349.38","347.49","","0.49%"
"07/22/2019","347.68","347.37","347.93","346.89","","0.07%"
"07/19/2019","347.42","348.19","349.57","347.39","","-0.06%"
"07/18/2019","347.63","347.84","348.35","346.31","","-0.03%"
"07/17/2019","347.75","349.28","349.31","347.75","","-0.48%"
"07/16/2019","349.41","350.25","350.26","349.03","","-0.22%"
"07/15/2019","350.19","349.90","350.42","349.55","","0.14%"
"07/12/2019","349.70","348.85","349.92","348.71","","0.24%"
