"Date","Price","Open","High","Low","Vol.","Change %"
"12/28/2023","480.54","479.75","481.41","479.73","","0.22%"
"12/27/2023","479.47","477.49","479.75","477.44","","0.51%"
"12/26/2023","477.05","475.54","477.84","475.53","","0.33%"
"12/25/2023","475.47","475.61","475.63","475.39","","0.01%"
"12/22/2023","475.40","475.17","476.87","474.23","","0.15%"
"12/21/2023","474.70","470.98","474.95","470.64","","0.65%"
"12/20/2023","471.64","476.11","476.67","471.16","","-0.88%"
"12/19/2023","475.81","473.02","475.81","472.70","","0.63%"
"12/18/2023","472.85","471.88","473.36","471.37","","0.08%"
"12/15/2023","472.45","536.01","536.01","471.23","","0.02%"
"12/14/2023","472.36","469.11","473.51","469.11","","1.02%"
"12/13/2023","467.60","463.59","469.12","462.91","","0.90%"
"12/12/2023","463.41","462.16","463.58","460.93","","0.36%"
"12/11/2023","461.76","460.88","461.98","459.88","","0.25%"
"12/08/2023","460.61","459.32","460.98","458.37","","0.31%"
"12/07/2023","459.19","456.68","459.81","456.13","","0.43%"
"12/06/2023","457.21","457.54","459.94","456.72","","0.00%"
"12/05/2023","457.22","457.97","458.09","455.93","","-0.18%"
"12/04/2023","458.06","460.73","460.75","456.52","","-0.43%"
"12/01/2023","460.02","457.86","460.88","456.97","","0.42%"
"11/30/2023","458.08","456.56","458.08","455.76","","0.31%"
"11/29/2023","456.67","456.92","458.87","456.40","","0.01%"
"11/28/2023","456.62","455.98","457.75","455.30","","0.24%"
"11/27/2023","455.54","456.56","456.91","455.45","","-0.24%"
"11/24/2023","456.64","456.13","456.72","455.79","","0.11%"
"11/23/2023","456.13","455.62","456.32","455.58","","0.17%"
"11/22/2023","455.36","454.84","456.32","454.22","","0.09%"
"11/21/2023","454.97","455.57","456.44","454.33","","-0.11%"
"11/20/2023","455.45","452.56","456.22","452.47","","0.68%"
"11/17/2023","452.37","450.67","452.88","450.46","","0.31%"
"11/16/2023","450.98","451.16","451.53","449.55","","-0.07%"
"11/15/2023","451.30","449.51","452.66","449.48","","0.64%"
"11/14/2023","448.45","440.66","449.97","440.48","","1.86%"
"11/13/2023","440.27","448.58","448.72","438.60","","0.17%"
"11/10/2023","439.54","436.08","439.84","432.70","","0.56%"
"11/09/2023","437.10","438.37","439.85","436.22","","-0.28%"
"11/08/2023","438.33","438.45","439.20","437.05","","-0.01%"
"11/07/2023","438.36","438.68","438.95","436.71","","-0.18%"
"11/06/2023","439.13","437.87","439.74","437.79","","0.42%"
"11/03/2023","437.29","432.41","438.44","432.41","","1.17%"
"11/02/2023","432.22","425.44","432.50","425.43","","1.90%"
"11/01/2023","424.16","420.89","424.90","420.63","","0.94%"
"10/31/2023","420.19","419.14","420.40","417.76","","0.26%"
"10/30/2023","419.08","415.04","419.81","414.93","","0.84%"
"10/27/2023","415.60","416.40","418.58","414.65","","-0.15%"
"10/26/2023","416.21","420.50","420.57","415.62","","-1.11%"
"10/25/2023","420.88","424.74","425.67","420.33","","-0.90%"
"10/24/2023","424.72","422.96","425.60","422.17","","0.51%"
"10/23/2023","422.55","423.56","425.32","420.07","","-0.24%"
"10/22/2023","423.57","423.56","423.59","423.54","","0.00%"
"10/20/2023","423.59","428.36","428.40","423.56","","-1.10%"
"10/19/2023","428.28","432.35","432.57","427.98","","-0.99%"
"10/18/2023","432.55","437.75","437.90","431.85","","-1.19%"
"10/17/2023","437.78","437.35","439.25","434.93","","0.15%"
"10/16/2023","437.11","434.53","437.84","433.47","","0.59%"
"10/15/2023","434.55","434.53","434.56","434.53","","0.03%"
"10/13/2023","434.40","437.65","438.23","433.50","","-0.82%"
"10/12/2023","437.99","439.73","441.15","436.13","","-0.38%"
"10/11/2023","439.65","437.89","439.89","437.28","","0.49%"
"10/10/2023","437.52","433.50","439.47","433.50","","1.03%"
"10/09/2023","433.06","431.86","433.73","429.84","","0.27%"
"10/08/2023","431.91","431.86","431.92","431.85","","0.11%"
"10/06/2023","431.44","427.57","433.02","424.92","","0.97%"
"10/05/2023","427.29","426.66","428.06","425.20","","0.22%"
"10/04/2023","426.35","425.45","426.90","423.43","","0.18%"
"10/03/2023","425.60","431.26","431.31","424.62","","-1.37%"
"10/02/2023","431.50","433.31","433.60","429.70","","-0.42%"
"10/01/2023","433.31","433.31","433.31","433.31","","-0.05%"
"09/29/2023","433.52","433.63","436.89","432.53","","0.02%"
"09/28/2023","433.44","431.65","434.72","430.65","","0.38%"
"09/27/2023","431.78","432.07","433.18","429.19","","-0.12%"
"09/26/2023","432.30","437.62","437.63","431.63","","-1.18%"
"09/25/2023","437.44","437.68","437.83","435.13","","-0.05%"
"09/24/2023","437.66","437.68","437.73","437.66","","-0.05%"
"09/22/2023","437.87","438.34","440.28","437.44","","-0.12%"
"09/21/2023","438.39","445.06","445.07","438.32","","-1.66%"
"09/20/2023","445.77","447.89","449.54","445.04","","-0.49%"
"09/19/2023","447.97","448.79","449.04","446.13","","-0.15%"
"09/18/2023","448.63","449.77","449.82","447.89","","-0.26%"
"09/17/2023","449.81","449.77","449.82","449.77","","0.01%"
"09/15/2023","449.76","452.21","453.66","449.55","","-0.59%"
"09/14/2023","452.44","448.61","452.64","448.58","","0.86%"
"09/13/2023","448.59","448.81","449.47","447.57","","0.02%"
"09/12/2023","448.49","450.43","450.65","448.41","","-0.42%"
"09/11/2023","450.37","447.40","450.54","447.20","","0.65%"
"09/10/2023","447.47","447.40","447.47","447.40","","0.02%"
"09/08/2023","447.37","447.06","448.50","446.37","","0.05%"
"09/07/2023","447.16","448.75","448.75","445.57","","-0.33%"
"09/06/2023","448.64","451.31","451.55","447.30","","-0.55%"
"09/05/2023","451.13","453.86","453.88","451.13","","-0.59%"
"09/04/2023","453.79","452.92","454.62","452.92","","0.18%"
"09/03/2023","452.96","452.92","452.99","452.92","","-0.04%"
"09/01/2023","453.16","452.46","455.66","452.03","","0.16%"
"08/31/2023","452.45","453.52","454.30","452.42","","-0.25%"
"08/30/2023","453.59","451.94","454.37","451.74","","0.49%"
"08/29/2023","451.37","445.87","452.13","445.82","","1.29%"
"08/28/2023","445.61","442.40","446.09","442.38","","0.72%"
"08/27/2023","442.42","442.40","442.42","442.38","","0.08%"
"08/25/2023","442.08","441.51","443.63","438.83","","0.03%"
"08/24/2023","441.95","445.80","447.47","441.54","","-0.79%"
"08/23/2023","445.49","441.45","446.23","441.32","","0.90%"
"08/22/2023","441.50","441.43","443.53","441.15","","0.06%"
"08/21/2023","441.22","439.78","441.87","438.83","","0.32%"
"08/20/2023","439.81","439.78","439.81","439.76","","0.01%"
"08/18/2023","439.78","440.84","441.03","437.31","","-0.24%"
"08/17/2023","440.86","443.73","444.59","440.39","","-0.74%"
"08/16/2023","444.15","447.06","447.09","443.63","","-0.75%"
"08/15/2023","447.51","451.42","451.80","446.70","","-0.86%"
"08/14/2023","451.41","451.24","451.44","448.54","","0.04%"
"08/13/2023","451.25","451.24","451.25","451.23","","-0.06%"
"08/11/2023","451.54","453.23","453.39","450.03","","-0.48%"
"08/10/2023","453.72","452.54","457.91","452.24","","0.27%"
"08/09/2023","452.52","453.95","455.06","452.08","","-0.28%"
"08/08/2023","453.80","456.55","456.75","451.34","","-0.59%"
"08/07/2023","456.50","454.12","456.57","453.37","","0.53%"
"08/06/2023","454.11","454.12","454.12","454.10","","-0.03%"
"08/04/2023","454.25","454.61","458.41","453.93","","-0.05%"
"08/03/2023","454.48","456.26","456.28","453.20","","-0.36%"
"08/02/2023","456.12","463.91","463.94","455.72","","-1.63%"
"08/01/2023","463.68","465.63","465.88","462.87","","-0.49%"
"07/31/2023","465.96","464.72","466.35","464.67","","0.26%"
"07/30/2023","464.73","464.72","464.75","464.71","","-0.04%"
"07/28/2023","464.92","461.63","465.30","460.87","","0.75%"
"07/27/2023","461.47","462.81","466.22","461.06","","-0.25%"
"07/26/2023","462.64","462.93","463.95","461.47","","-0.02%"
"07/25/2023","462.75","460.58","463.66","460.54","","0.43%"
"07/24/2023","460.76","459.64","461.21","459.21","","0.25%"
"07/23/2023","459.60","459.64","459.65","459.60","","0.00%"
"07/21/2023","459.61","459.94","460.81","459.10","","-0.08%"
"07/20/2023","459.97","462.67","463.29","459.41","","-0.54%"
"07/19/2023","462.47","461.64","463.48","461.39","","0.13%"
"07/18/2023","461.88","459.51","462.06","458.84","","0.55%"
"07/17/2023","459.35","458.92","460.15","457.75","","0.09%"
"07/16/2023","458.92","458.92","458.92","458.92","","0.00%"
"07/14/2023","458.92","459.03","460.34","458.37","","0.04%"
"07/13/2023","458.73","453.82","459.47","453.81","","1.12%"
"07/12/2023","453.64","448.91","454.64","448.85","","1.15%"
"07/11/2023","448.47","445.26","448.92","445.23","","0.81%"
"07/10/2023","444.86","444.09","445.26","443.48","","0.16%"
"07/09/2023","444.13","444.09","444.14","444.08","","0.04%"
"07/07/2023","443.96","444.35","446.83","443.22","","-0.05%"
"07/06/2023","444.18","449.68","449.68","442.25","","-1.26%"
"07/05/2023","449.86","451.53","451.55","449.14","","-0.39%"
"07/04/2023","451.64","451.56","451.85","451.22","","0.02%"
"07/03/2023","451.56","450.04","451.64","450.01","","0.34%"
"07/02/2023","450.01","450.04","450.06","450.01","","0.00%"
"06/30/2023","450.00","445.32","450.59","444.86","","1.01%"
"06/29/2023","445.50","444.84","445.50","443.73","","0.20%"
"06/28/2023","444.63","444.26","445.71","443.64","","0.10%"
"06/27/2023","444.20","440.51","444.67","440.20","","0.85%"
"06/26/2023","440.47","441.84","442.69","440.43","","-0.31%"
"06/25/2023","441.83","441.84","441.86","441.83","","0.04%"
"06/23/2023","441.64","445.87","446.03","441.27","","-0.96%"
"06/22/2023","445.93","446.22","446.33","444.12","","0.03%"
"06/21/2023","445.79","447.98","447.99","445.26","","-0.45%"
"06/20/2023","447.81","450.36","450.40","446.38","","-0.57%"
"06/19/2023","450.39","451.73","451.76","450.28","","-0.29%"
"06/18/2023","451.72","451.73","451.73","451.71","","0.00%"
"06/16/2023","451.74","452.47","454.20","451.69","","-0.05%"
"06/15/2023","451.97","447.66","453.23","447.15","","0.89%"
"06/14/2023","447.97","446.35","449.26","445.11","","0.34%"
"06/13/2023","446.47","442.98","446.94","442.98","","0.82%"
"06/12/2023","442.82","440.09","442.99","439.92","","0.62%"
"06/11/2023","440.08","440.09","440.10","440.07","","-0.01%"
"06/09/2023","440.11","439.42","441.78","439.41","","0.21%"
"06/08/2023","439.20","436.99","439.52","436.59","","0.45%"
"06/07/2023","437.22","438.63","439.99","436.70","","-0.28%"
"06/06/2023","438.45","437.49","438.78","436.75","","0.24%"
"06/05/2023","437.38","437.22","439.03","437.06","","0.04%"
"06/04/2023","437.20","437.22","437.22","437.18","","-0.09%"
"06/02/2023","437.59","431.32","437.87","431.31","","1.55%"
"06/01/2023","430.93","427.13","432.04","426.96","","1.03%"
"05/31/2023","426.53","430.53","430.54","425.61","","-0.91%"
"05/30/2023","430.45","431.09","432.84","429.55","","-0.16%"
"05/29/2023","431.12","430.94","431.65","430.89","","0.05%"
"05/28/2023","430.90","430.94","430.94","430.90","","0.02%"
"05/26/2023","430.80","426.19","431.43","426.11","","1.06%"
"05/25/2023","426.29","425.53","427.08","424.48","","0.16%"
"05/24/2023","425.62","429.70","429.72","424.78","","-0.98%"
"05/23/2023","429.82","434.00","434.35","429.62","","-0.94%"
"05/22/2023","433.91","433.66","435.04","433.34","","0.05%"
"05/21/2023","433.69","433.66","433.69","433.62","","0.10%"
"05/19/2023","433.26","432.98","434.83","432.74","","0.09%"
"05/18/2023","432.88","430.40","433.10","430.17","","0.61%"
"05/17/2023","430.25","427.96","430.86","427.14","","0.52%"
"05/16/2023","428.04","430.36","430.81","427.94","","-0.49%"
"05/15/2023","430.16","428.35","430.60","428.29","","0.42%"
"05/14/2023","428.34","428.35","428.36","428.31","","-0.06%"
"05/12/2023","428.59","429.53","430.18","426.82","","-0.23%"
"05/11/2023","429.57","430.96","431.12","427.70","","-0.27%"
"05/10/2023","430.72","429.96","432.01","428.27","","0.20%"
"05/09/2023","429.86","431.63","431.96","429.23","","-0.45%"
"05/08/2023","431.82","430.86","431.99","430.82","","0.23%"
"05/07/2023","430.82","430.86","430.87","430.82","","0.03%"
"05/05/2023","430.69","425.12","431.61","425.04","","1.37%"
"05/04/2023","424.88","427.02","427.54","424.24","","-0.43%"
"05/03/2023","426.72","427.98","430.30","426.72","","-0.24%"
"05/02/2023","427.75","431.73","432.25","425.98","","-0.91%"
"05/01/2023","431.69","432.03","433.01","431.50","","-0.08%"
"04/30/2023","432.03","432.07","432.07","432.02","","-0.05%"
"04/28/2023","432.25","429.54","432.25","428.77","","0.69%"
"04/27/2023","429.28","424.34","429.72","424.04","","1.16%"
"04/26/2023","424.34","425.50","426.52","423.80","","-0.27%"
"04/25/2023","425.47","431.27","431.54","425.42","","-1.28%"
"04/24/2023","430.97","430.88","431.33","429.79","","0.02%"
"04/23/2023","430.87","430.88","430.90","430.87","","0.06%"
"04/21/2023","430.60","430.89","431.06","429.14","","-0.09%"
"04/20/2023","431.00","432.24","432.49","429.82","","-0.33%"
"04/19/2023","432.43","433.34","433.43","431.13","","-0.20%"
"04/18/2023","433.28","432.32","434.31","432.25","","0.24%"
"04/17/2023","432.26","431.68","432.49","430.48","","0.14%"
"04/16/2023","431.64","431.68","431.68","431.64","","-0.07%"
"04/14/2023","431.95","432.35","434.06","430.06","","-0.06%"
"04/13/2023","432.22","427.86","432.54","427.36","","1.09%"
"04/12/2023","427.57","427.81","430.69","427.40","","-0.05%"
"04/11/2023","427.79","426.21","428.71","426.20","","0.44%"
"04/10/2023","425.90","426.32","426.60","423.61","","-0.11%"
"04/09/2023","426.35","426.32","426.36","426.32","","-0.03%"
"04/07/2023","426.46","426.26","426.57","426.03","","0.04%"
"04/06/2023","426.28","425.68","426.47","423.63","","0.14%"
"04/05/2023","425.68","427.52","427.52","424.36","","-0.40%"
"04/04/2023","427.40","428.47","429.55","426.45","","-0.20%"
"04/03/2023","428.25","426.13","428.63","425.82","","0.52%"
"04/02/2023","426.02","426.13","426.16","426.02","","-0.13%"
"03/31/2023","426.56","422.25","426.56","422.18","","1.04%"
"03/30/2023","422.16","419.29","422.56","418.76","","0.72%"
"03/29/2023","419.16","414.12","419.32","414.12","","1.23%"
"03/28/2023","414.08","413.84","414.85","413.02","","0.16%"
"03/27/2023","413.42","412.70","415.25","412.18","","0.18%"
"03/26/2023","412.67","412.70","412.72","412.61","","0.03%"
"03/24/2023","412.56","412.86","413.16","408.51","","-0.22%"
"03/23/2023","413.45","411.80","417.26","411.30","","0.55%"
"03/22/2023","411.18","414.73","418.99","411.18","","-0.69%"
"03/21/2023","414.05","409.40","414.51","409.32","","1.20%"
"03/20/2023","409.15","407.03","409.72","404.52","","0.59%"
"03/17/2023","406.74","409.27","411.31","405.50","","-0.57%"
"03/16/2023","409.08","403.63","409.38","402.03","","1.22%"
"03/15/2023","404.16","409.11","410.06","400.57","","-1.13%"
"03/14/2023","408.78","404.58","410.15","403.41","","0.76%"
"03/13/2023","405.69","406.93","409.17","401.96","","-0.39%"
"03/10/2023","407.28","411.97","412.02","405.80","","-1.23%"
"03/09/2023","412.37","417.41","419.01","411.89","","-1.17%"
"03/08/2023","417.24","416.93","418.14","415.68","","-0.10%"
"03/07/2023","417.64","423.31","423.90","416.74","","-1.34%"
"03/06/2023","423.31","422.88","425.38","422.62","","0.31%"
"03/03/2023","422.00","416.61","422.79","416.61","","1.33%"
"03/02/2023","416.48","415.37","417.05","412.55","","0.34%"
"03/01/2023","415.05","414.58","417.33","414.27","","-0.02%"
"02/28/2023","415.15","416.51","416.82","414.72","","-0.26%"
"02/27/2023","416.22","414.29","418.72","413.82","","0.42%"
"02/24/2023","414.48","419.50","419.77","412.70","","-1.16%"
"02/23/2023","419.33","418.07","420.90","416.38","","0.27%"
"02/22/2023","418.22","419.56","419.91","417.17","","-0.48%"
"02/21/2023","420.25","426.27","426.37","419.64","","-1.44%"
"02/20/2023","426.41","425.80","426.75","425.72","","0.18%"
"02/17/2023","425.63","427.16","427.29","423.54","","-0.46%"
"02/16/2023","427.61","431.10","432.27","426.99","","-0.69%"
"02/15/2023","430.57","430.77","430.82","427.62","","-0.04%"
"02/14/2023","430.75","430.91","433.16","428.03","","0.09%"
"02/13/2023","430.35","426.62","430.67","425.80","","0.81%"
"02/10/2023","426.89","427.73","427.94","424.98","","-0.35%"
"02/09/2023","428.38","429.51","433.73","427.14","","-0.31%"
"02/08/2023","429.70","432.32","433.53","429.23","","-0.50%"
"02/07/2023","431.84","428.51","432.99","426.89","","0.85%"
"02/06/2023","428.20","432.03","432.03","426.76","","-1.11%"
"02/03/2023","433.01","436.65","436.98","431.51","","-0.94%"
"02/02/2023","437.12","433.07","437.86","432.58","","1.23%"
"02/01/2023","431.82","428.30","434.50","426.35","","0.90%"
"01/31/2023","427.96","424.97","428.15","422.98","","0.66%"
"01/30/2023","425.14","429.31","429.54","424.66","","-0.90%"
"01/27/2023","429.00","428.73","430.72","427.38","","0.24%"
"01/26/2023","427.98","425.19","428.44","424.93","","0.77%"
"01/25/2023","424.73","424.61","425.22","420.07","","0.05%"
"01/24/2023","424.51","424.67","425.36","422.16","","0.05%"
"01/23/2023","424.30","420.90","425.53","420.63","","0.96%"
"01/20/2023","420.25","414.97","420.61","414.83","","1.37%"
"01/19/2023","414.55","417.72","417.84","413.70","","-0.95%"
"01/18/2023","418.51","421.20","424.46","417.72","","-0.67%"
"01/17/2023","421.33","421.58","422.96","420.71","","-0.02%"
"01/16/2023","421.42","421.23","422.14","420.80","","0.01%"
"01/13/2023","421.36","419.58","421.71","417.65","","0.65%"
"01/12/2023","418.64","416.42","420.34","414.76","","0.66%"
"01/11/2023","415.88","412.22","415.99","412.13","","0.99%"
"01/10/2023","411.82","410.68","411.97","409.04","","0.25%"
"01/09/2023","410.78","408.53","414.62","408.50","","0.76%"
"01/06/2023","407.68","400.37","408.92","399.96","","1.89%"
"01/05/2023","400.10","404.00","404.59","399.85","","-0.88%"
"01/04/2023","403.65","399.83","404.96","399.76","","0.89%"
"01/03/2023","400.09","400.57","404.40","398.09","","-0.11%"
"01/02/2023","400.55","400.45","400.88","400.20","","0.15%"
"12/30/2022","399.94","401.41","401.73","398.01","","-0.31%"
"12/29/2022","401.17","395.98","401.86","395.58","","1.19%"
"12/28/2022","396.44","399.33","401.40","396.20","","-0.83%"
"12/27/2022","399.75","400.64","401.18","398.60","","-0.11%"
"12/26/2022","400.20","400.16","400.44","400.07","","0.04%"
"12/23/2022","400.04","398.76","400.11","396.68","","0.20%"
"12/22/2022","399.24","403.01","404.48","395.28","","-0.91%"
"12/21/2022","402.92","398.40","403.64","398.00","","1.15%"
"12/20/2022","398.35","397.78","399.56","396.26","","0.17%"
"12/19/2022","397.66","400.23","400.93","396.76","","-0.67%"
"12/16/2022","400.34","404.09","404.55","398.85","","-1.05%"
"12/15/2022","404.58","414.45","414.45","403.03","","-2.38%"
"12/14/2022","414.45","415.22","418.22","412.15","","-0.22%"
"12/13/2022","415.36","411.17","421.61","411.01","","1.09%"
"12/12/2022","410.87","408.39","410.98","407.47","","0.49%"
"12/09/2022","408.88","409.67","411.77","408.68","","-0.11%"
"12/08/2022","409.34","406.43","410.21","406.23","","0.64%"
"12/07/2022","406.72","407.95","408.65","406.21","","-0.42%"
"12/06/2022","408.43","413.16","413.21","406.60","","-1.23%"
"12/05/2022","413.53","418.67","419.73","412.03","","-1.05%"
"12/02/2022","417.91","418.84","419.31","415.01","","-0.31%"
"12/01/2022","419.21","418.08","421.10","417.29","","0.77%"
"11/30/2022","415.99","407.05","417.36","407.00","","2.08%"
"11/29/2022","407.51","406.58","409.09","406.23","","0.09%"
"11/28/2022","407.16","411.88","411.97","406.09","","-1.26%"
"11/25/2022","412.37","412.64","412.89","411.54","","-0.13%"
"11/24/2022","412.90","411.77","413.07","411.73","","0.46%"
"11/23/2022","411.00","408.21","411.73","407.93","","0.80%"
"11/22/2022","407.75","403.75","408.01","403.44","","1.13%"
"11/21/2022","403.21","405.98","405.99","402.11","","-0.76%"
"11/18/2022","406.29","404.62","407.24","404.14","","0.57%"
"11/17/2022","403.98","406.54","406.69","401.24","","-0.66%"
"11/16/2022","406.65","409.21","409.77","406.13","","-0.74%"
"11/15/2022","409.70","405.50","412.29","405.44","","1.04%"
"11/14/2022","405.50","407.92","409.19","405.50","","-0.62%"
"11/11/2022","408.02","401.95","409.07","401.69","","1.84%"
"11/10/2022","400.64","383.87","401.41","382.46","","4.29%"
"11/09/2022","384.17","390.16","390.45","383.67","","-1.52%"
"11/08/2022","390.08","387.53","392.40","387.03","","0.79%"
"11/07/2022","387.03","383.42","387.72","383.14","","1.09%"
"11/04/2022","382.87","376.24","385.44","376.01","","1.70%"
"11/03/2022","376.48","380.41","380.63","374.56","","-1.30%"
"11/02/2022","381.42","387.38","390.95","380.85","","-1.51%"
"11/01/2022","387.26","386.56","391.92","386.38","","0.22%"
"10/31/2022","386.42","388.41","388.88","385.79","","-0.42%"
"10/28/2022","388.04","383.54","388.29","381.53","","1.10%"
"10/27/2022","383.82","385.41","387.66","383.34","","-0.31%"
"10/26/2022","385.02","384.94","388.96","383.68","","0.04%"
"10/25/2022","384.88","378.91","385.23","378.71","","1.60%"
"10/24/2022","378.83","376.49","379.62","374.81","","0.50%"
"10/23/2022","376.95","376.49","377.07","376.48","","0.34%"
"10/21/2022","375.67","370.55","377.15","368.21","","1.16%"
"10/20/2022","371.35","372.39","375.91","369.97","","-0.37%"
"10/19/2022","372.73","376.03","376.20","370.63","","-0.83%"
"10/18/2022","375.84","371.82","379.08","371.78","","1.12%"
"10/17/2022","371.67","363.91","372.52","363.23","","2.12%"
"10/16/2022","363.94","363.91","363.97","363.91","","-0.08%"
"10/14/2022","364.24","369.09","373.79","363.71","","-1.10%"
"10/13/2022","368.30","363.08","370.04","355.35","","1.47%"
"10/12/2022","362.98","363.90","364.79","362.52","","-0.32%"
"10/11/2022","364.13","367.78","368.17","362.29","","-0.97%"
"10/10/2022","367.71","370.77","370.81","365.99","","-0.83%"
"10/09/2022","370.79","370.77","370.79","370.71","","-0.16%"
"10/07/2022","371.38","379.74","379.75","369.68","","-2.30%"
"10/06/2022","380.13","383.40","384.19","379.39","","-0.73%"
"10/05/2022","382.91","384.23","385.48","378.72","","-0.22%"
"10/04/2022","383.75","372.23","384.20","372.19","","3.20%"
"10/03/2022","371.84","364.88","373.17","363.86","","1.93%"
"10/02/2022","364.80","364.88","364.91","364.78","","-0.06%"
"09/30/2022","365.01","368.52","370.67","364.83","","-0.79%"
"09/29/2022","367.91","373.71","374.16","365.91","","-1.34%"
"09/28/2022","372.92","368.84","374.86","366.11","","1.02%"
"09/27/2022","369.17","369.29","374.39","367.34","","-0.13%"
"09/26/2022","369.65","374.42","374.45","368.58","","-1.25%"
"09/25/2022","374.32","374.42","374.45","374.28","","-0.10%"
"09/23/2022","374.70","382.53","382.61","371.43","","-2.00%"
"09/22/2022","382.35","385.87","386.38","381.81","","-1.04%"
"09/21/2022","386.37","391.93","393.93","386.08","","-1.44%"
"09/20/2022","392.03","395.43","396.70","390.07","","-0.79%"
"09/19/2022","395.16","394.10","395.45","390.72","","0.26%"
"09/18/2022","394.14","394.10","394.20","394.10","","0.03%"
"09/16/2022","394.04","397.52","397.55","391.52","","-0.93%"
"09/15/2022","397.75","401.21","401.84","396.78","","-0.90%"
"09/14/2022","401.36","401.87","402.33","398.87","","-0.29%"
"09/13/2022","402.54","415.80","417.10","401.22","","-3.20%"
"09/12/2022","415.85","410.71","416.48","410.70","","1.25%"
"09/11/2022","410.73","410.71","410.76","410.70","","0.05%"
"09/09/2022","410.54","403.95","411.17","403.95","","1.72%"
"09/08/2022","403.60","401.06","403.91","398.65","","0.76%"
"09/07/2022","400.54","396.89","401.67","395.11","","0.85%"
"09/06/2022","397.18","399.15","399.65","395.21","","-0.43%"
"09/05/2022","398.90","399.53","399.64","397.95","","-0.14%"
"09/04/2022","399.46","399.53","399.53","399.46","","-0.21%"
"09/02/2022","400.31","401.25","406.10","398.59","","-0.21%"
"09/01/2022","401.16","404.08","404.08","396.91","","-0.81%"
"08/31/2022","404.43","406.93","408.63","404.15","","-0.58%"
"08/30/2022","406.79","409.91","411.75","405.51","","-0.72%"
"08/29/2022","409.73","413.84","413.85","408.99","","-0.98%"
"08/28/2022","413.79","413.84","413.85","413.77","","-0.06%"
"08/26/2022","414.03","423.71","424.63","413.48","","-2.28%"
"08/25/2022","423.70","418.30","423.84","418.29","","1.24%"
"08/24/2022","418.51","417.75","419.45","416.41","","0.12%"
"08/23/2022","417.99","418.62","420.40","417.37","","-0.21%"
"08/22/2022","418.87","426.26","426.29","418.13","","-1.74%"
"08/21/2022","426.28","426.26","426.29","426.24","","0.00%"
"08/19/2022","426.29","431.43","431.55","425.69","","-1.31%"
"08/18/2022","431.93","431.96","432.08","430.37","","0.03%"
"08/17/2022","431.79","434.70","435.44","430.46","","-0.65%"
"08/16/2022","434.61","434.15","435.99","432.68","","0.04%"
"08/15/2022","434.42","433.66","434.42","431.92","","0.18%"
"08/14/2022","433.64","433.66","433.71","433.64","","0.05%"
"08/12/2022","433.42","428.69","433.67","428.67","","1.02%"
"08/11/2022","429.03","428.04","432.77","428.00","","0.15%"
"08/10/2022","428.40","420.34","428.48","419.45","","1.88%"
"08/09/2022","420.49","422.36","422.44","419.59","","-0.48%"
"08/08/2022","422.53","421.62","425.81","421.23","","0.22%"
"08/07/2022","421.59","421.62","421.63","421.59","","0.00%"
"08/05/2022","421.58","422.96","423.41","419.14","","-0.22%"
"08/04/2022","422.51","421.50","423.45","421.25","","0.33%"
"08/03/2022","421.12","416.71","422.34","416.47","","0.86%"
"08/02/2022","417.54","420.81","420.81","416.69","","-0.81%"
"08/01/2022","420.96","420.84","422.82","419.10","","0.15%"
"07/29/2022","420.33","416.05","421.04","415.87","","1.13%"
"07/28/2022","415.63","411.56","416.26","409.99","","1.24%"
"07/27/2022","410.52","403.68","412.55","403.32","","1.67%"
"07/26/2022","403.78","407.39","407.80","402.99","","-0.85%"
"07/25/2022","407.23","407.00","407.88","405.85","","0.06%"
"07/24/2022","406.98","407.00","407.03","406.98","","-0.10%"
"07/22/2022","407.39","409.43","411.19","405.60","","-0.39%"
"07/21/2022","408.97","405.84","409.26","403.82","","0.69%"
"07/20/2022","406.15","403.57","406.94","403.48","","0.61%"
"07/19/2022","403.69","395.08","403.69","394.85","","2.03%"
"07/18/2022","395.64","395.06","399.99","394.41","","0.14%"
"07/17/2022","395.10","395.06","395.10","395.05","","0.07%"
"07/15/2022","394.82","388.91","394.95","388.38","","1.60%"
"07/14/2022","388.59","391.59","391.79","383.79","","-0.90%"
"07/13/2022","392.10","393.14","393.70","388.39","","-0.29%"
"07/12/2022","393.25","396.20","396.46","392.15","","-0.79%"
"07/11/2022","396.39","401.41","401.78","395.73","","-1.24%"
"07/10/2022","401.37","401.41","401.42","401.37","","-0.02%"
"07/08/2022","401.46","401.00","402.77","398.65","","0.13%"
"07/07/2022","400.95","394.90","401.45","394.76","","1.53%"
"07/06/2022","394.90","394.66","396.50","392.54","","0.13%"
"07/05/2022","394.40","396.53","397.17","388.76","","-0.51%"
"07/04/2022","396.44","395.82","397.05","395.64","","0.16%"
"07/03/2022","395.80","395.82","395.82","395.76","","0.12%"
"07/01/2022","395.34","394.17","395.97","390.42","","0.36%"
"06/30/2022","393.93","398.22","398.28","390.25","","-1.10%"
"06/29/2022","398.33","400.45","400.47","396.89","","-0.54%"
"06/28/2022","400.50","405.34","408.89","400.37","","-1.24%"
"06/27/2022","405.53","404.37","407.22","404.32","","0.30%"
"06/26/2022","404.32","404.37","404.41","404.32","","0.04%"
"06/24/2022","404.17","393.91","404.40","393.64","","2.58%"
"06/23/2022","394.02","392.05","394.32","390.40","","0.43%"
