"Date","Price","Open","High","Low","Vol.","Change %"
"06/14/2021","3019.88","3013.87","3019.88","3009.67","","0.24%"
"06/11/2021","3012.67","3008.68","3013.38","3004.39","","0.17%"
"06/10/2021","3007.46","2995.50","3012.63","2993.90","","0.36%"
"06/09/2021","2996.64","3000.67","3007.00","2995.83","","-0.17%"
"06/08/2021","3001.83","3001.02","3007.52","2991.96","","0.03%"
"06/07/2021","3000.97","2998.58","3002.20","2994.07","","0.12%"
"06/04/2021","2997.36","2971.56","2999.34","2970.12","","0.82%"
"06/03/2021","2972.87","2986.36","2989.71","2959.71","","-0.44%"
"06/02/2021","2985.97","2980.63","2990.57","2979.42","","0.13%"
"06/01/2021","2982.02","2976.98","2998.05","2975.18","","0.21%"
"05/31/2021","2975.70","2979.17","2980.03","2975.24","","-0.12%"
"05/28/2021","2979.30","2972.42","2987.71","2972.42","","0.29%"
"05/27/2021","2970.64","2967.48","2977.96","2965.51","","0.04%"
"05/26/2021","2969.51","2965.22","2971.87","2963.08","","0.13%"
"05/25/2021","2965.51","2966.94","2979.38","2963.54","","-0.03%"
"05/24/2021","2966.44","2942.55","2972.19","2942.42","","0.79%"
"05/21/2021","2943.13","2943.34","2960.20","2940.00","","0.03%"
"05/20/2021","2942.21","2906.30","2949.46","2906.26","","1.07%"
"05/19/2021","2910.94","2926.50","2926.90","2879.90","","-0.61%"
"05/18/2021","2928.68","2935.56","2948.06","2928.51","","-0.19%"
"05/17/2021","2934.18","2940.80","2941.53","2924.32","","-0.15%"
"05/14/2021","2938.63","2894.24","2943.54","2894.24","","1.60%"
"05/13/2021","2892.48","2874.75","2902.14","2860.30","","0.55%"
"05/12/2021","2876.79","2927.25","2928.00","2872.71","","-1.76%"
"05/11/2021","2928.33","2958.89","2958.94","2904.79","","-1.12%"
"05/10/2021","2961.57","2981.70","2985.47","2960.50","","-0.60%"
"05/07/2021","2979.41","2953.06","2983.88","2952.55","","0.93%"
"05/06/2021","2952.03","2934.01","2952.75","2923.30","","0.65%"
"05/05/2021","2932.84","2921.80","2942.85","2921.03","","0.35%"
"05/04/2021","2922.50","2947.63","2948.14","2903.13","","-0.89%"
"05/03/2021","2948.67","2938.21","2957.17","2936.12","","0.34%"
"04/30/2021","2938.76","2964.14","2964.43","2934.49","","-0.83%"
"04/29/2021","2963.31","2955.79","2972.72","2947.28","","0.39%"
"04/28/2021","2951.88","2951.37","2963.79","2949.97","","0.00%"
"04/27/2021","2952.01","2955.46","2955.46","2946.36","","-0.14%"
"04/26/2021","2956.13","2949.19","2959.29","2948.50","","0.34%"
"04/23/2021","2946.11","2922.32","2955.59","2921.40","","0.76%"
"04/22/2021","2923.91","2935.41","2944.86","2917.25","","-0.31%"
"04/21/2021","2932.98","2911.91","2933.64","2904.85","","0.59%"
"04/20/2021","2915.78","2942.68","2943.30","2906.56","","-0.96%"
"04/19/2021","2944.05","2952.81","2959.08","2937.82","","-0.31%"
"04/16/2021","2953.35","2942.06","2956.02","2939.34","","0.39%"
"04/15/2021","2941.75","2914.63","2943.10","2914.09","","0.97%"
"04/14/2021","2913.53","2920.20","2928.43","2912.45","","-0.16%"
"04/13/2021","2918.19","2907.86","2922.84","2905.74","","0.38%"
"04/12/2021","2907.25","2910.81","2910.94","2900.38","","-0.10%"
"04/09/2021","2910.10","2897.11","2910.53","2893.18","","0.50%"
"04/08/2021","2895.61","2878.66","2896.91","2877.77","","0.50%"
"04/07/2021","2881.15","2877.69","2884.42","2874.18","","0.17%"
"04/06/2021","2876.23","2874.37","2882.76","2869.18","","0.11%"
"04/05/2021","2872.97","2843.18","2875.43","2842.35","","1.09%"
"04/02/2021","2841.89","2842.74","2844.17","2841.89","","0.06%"
"04/01/2021","2840.19","2809.98","2841.34","2809.16","","1.01%"
"03/31/2021","2811.70","2805.16","2821.86","2801.01","","0.24%"
"03/30/2021","2805.10","2811.92","2812.30","2795.88","","-0.23%"
"03/29/2021","2811.53","2814.57","2817.38","2798.11","","-0.12%"
"03/26/2021","2814.86","2775.40","2816.12","2775.23","","1.43%"
"03/25/2021","2775.05","2765.86","2779.84","2744.82","","0.28%"
"03/24/2021","2767.26","2785.91","2794.26","2766.20","","-0.74%"
"03/23/2021","2788.01","2809.44","2811.62","2782.13","","-0.77%"
"03/22/2021","2809.65","2794.78","2817.03","2789.10","","0.48%"
"03/19/2021","2796.14","2801.09","2804.17","2777.94","","-0.22%"
"03/18/2021","2802.27","2833.39","2836.26","2799.09","","-0.87%"
"03/17/2021","2826.79","2823.04","2837.30","2805.91","","0.11%"
"03/16/2021","2823.69","2822.60","2834.43","2818.79","","0.07%"
"03/15/2021","2821.85","2807.66","2823.49","2797.29","","0.52%"
"03/12/2021","2807.21","2807.58","2809.57","2789.30","","0.04%"
"03/11/2021","2806.07","2777.39","2816.78","2775.53","","1.11%"
"03/10/2021","2775.34","2763.36","2786.48","2758.51","","0.49%"
"03/09/2021","2761.82","2723.24","2776.29","2721.18","","1.44%"
"03/08/2021","2722.64","2729.74","2754.21","2721.63","","-0.22%"
"03/05/2021","2728.56","2701.52","2734.05","2670.21","","0.82%"
"03/04/2021","2706.48","2740.34","2744.20","2678.72","","-1.28%"
"03/03/2021","2741.68","2769.89","2776.16","2740.34","","-0.96%"
"03/02/2021","2768.25","2784.75","2788.29","2768.25","","-0.56%"
"03/01/2021","2783.70","2727.78","2788.89","2727.55","","2.08%"
"02/26/2021","2726.91","2756.09","2756.09","2712.91","","-1.21%"
"02/25/2021","2760.26","2807.16","2813.96","2748.67","","-1.50%"
"02/24/2021","2802.40","2788.36","2806.61","2766.89","","0.47%"
"02/23/2021","2789.21","2788.98","2795.20","2743.05","","0.04%"
"02/22/2021","2788.11","2806.86","2811.00","2788.11","","-0.65%"
"02/19/2021","2806.47","2803.00","2818.76","2800.34","","0.13%"
"02/18/2021","2802.92","2816.86","2817.87","2787.06","","-0.46%"
"02/17/2021","2815.98","2826.57","2826.57","2800.41","","-0.43%"
"02/16/2021","2828.15","2830.53","2838.40","2821.92","","-0.05%"
"02/15/2021","2829.67","2820.78","2830.70","2820.66","","0.38%"
"02/12/2021","2818.85","2806.83","2819.94","2799.75","","0.42%"
"02/11/2021","2807.16","2800.18","2811.80","2793.70","","0.23%"
"02/10/2021","2800.68","2799.73","2814.78","2785.18","","0.08%"
"02/09/2021","2798.55","2795.96","2802.96","2791.89","","0.10%"
"02/08/2021","2795.89","2774.62","2796.07","2774.58","","0.81%"
"02/05/2021","2773.45","2759.34","2777.22","2759.23","","0.57%"
"02/04/2021","2757.66","2738.71","2757.66","2734.43","","0.72%"
"02/03/2021","2737.93","2734.86","2746.71","2730.56","","0.22%"
